"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2",NA,NA,2061,-0.0365922444579609,-0.0580055792093399,-0.0133791038399188,-0.068292395189435,-0.141793786897851,-0.52099068287514,-0.401591196672563,-0.45806043670754,-0.466188049470881,-0.620801612764307,-0.126693506303746,-0.0703911531144579,3.57149302545985,3.10255229483616,2.88106558595405,3.32860189134664,3.86470574855609,5.02382639938963,5.67748170911672,5.81927425482707,5.84005116909133,5.55086121823607,3.89979688355665,4.02094307725701,0.170091695420656,0.169853230932616,-0.123106727137401,-0.012100537476343,3.56499613253116,3.35812441268911,5.50686077640174,5.09690308318434
"ACCESS-ESM1-5",NA,NA,2061,-0.0135765863838074,0.0235757348669921,0.0599145180351492,-0.0472985463174054,-0.186444120605515,-0.376737884428688,-0.374516548107304,-0.503847125010306,-0.362989413879182,-0.465232621133321,-0.0821378390957876,-0.0610928210944751,3.44160167401945,2.81472588979111,2.577221044876,3.37868209493243,4.15201446263828,4.13467236642508,3.66708274533906,4.14931412289802,4.50801157110535,4.67733760663127,3.63771502826527,3.38579081969703,0.160593305520625,0.165757628839416,0.0211851510295972,0.0467898310194878,3.21403946089247,3.36930586449819,3.98368974559102,4.27435474153909
"AWI-CM-1-1-MR",NA,NA,2061,-0.338391544866162,-0.443836987779578,-0.52518561070259,-0.34042847937423,-0.328227767073167,-0.968722277596818,-2.11213577643993,-2.90810520115058,-1.07813605114554,-0.820880277805706,-1.14583139305271,-0.401033833855213,3.98602442961645,3.25740454087243,3.51152696440571,3.07175742364306,3.06928469763542,4.11512284584833,5.09071914363177,5.63527679371996,4.68739390302098,4.18262018848002,4.26118436543906,3.68911959857007,0.105073023479926,-0.0047123920899441,-0.783350473944796,-0.0923180659640705,3.64418285206918,3.2175230233838,4.94703959916822,4.37706614226838
"BCC-CSM2-MR",NA,NA,2061,-0.147355649812128,0.0755470059612917,0.0267295080926219,-0.248380861374768,-0.473546635412957,-0.636950440097704,-0.555441806614521,-0.870369235282804,-0.129192229907868,-0.619850273296213,-0.137541536969212,-0.0969903591391575,3.49983975696916,2.12890108483993,2.80663491188784,2.27713149467764,2.97200813287652,3.99229512062016,4.32719647679329,4.75015232392482,4.3104475846182,3.35421153272115,3.21401139402043,3.30963753043062,0.176412460038092,0.0303195324715547,-0.240128363963116,0.118583188954256,2.97945945843982,2.6852581839009,4.3565479715998,3.62622350812085
"CAMS-CSM1-0",NA,NA,2061,-0.174263250615566,-0.213204753131225,-0.249745236384603,-0.271580560584658,-0.262353792307832,-0.443463695837908,-1.40540149234236,-0.565077122774255,-0.60449361712618,-0.527167082158567,-0.303656785199454,-0.147221036689755,2.0536595689984,1.87789392836169,1.52674285328131,1.92491297291622,1.85702599143508,2.02530226297428,2.82665816008888,2.21776164672842,1.94481660623976,2.41917683133228,1.9942888290889,1.78933899196217,0.0734978031673164,0.0462847926862699,-0.121157362866556,-0.044921574217364,1.90696416190753,1.76956060449921,2.35657402454106,2.11942742368162
"CanESM5",NA,NA,2061,-0.239033974813967,-0.282063555398875,-0.114615305673488,-0.105782455109248,-0.113001266057154,-0.242478912891795,-0.0726631774919382,-0.324876572834618,-0.441458310088723,-0.623474245202949,-0.153351069936149,-0.176943645417069,5.43299729810304,5.32384191750475,4.73705141320232,4.62416476184699,4.73842336558496,5.1901232281919,5.35511985578197,5.68662649908639,6.61515028351391,6.38661486651192,5.4406646351503,5.26870870231571,0.157583374808578,0.194951795628508,0.00502002112419194,0.0199132116363173,5.34184929462405,4.6998798458067,5.41062319226576,6.14747660011142
"CanESM5-CanOE",NA,NA,2061,-0.226589611432795,-0.361069121029948,-0.206172071473957,-0.10515751457248,-0.0348222109815413,-0.254076040771684,-0.086978840496904,-0.304111121251862,-0.432103964739071,-0.760942506264192,-0.199103257976126,-0.0546281420082245,5.63336667840783,4.78301140702882,4.68229251578537,4.26888299455884,4.36044712907453,5.0860254272632,5.24504951319481,5.63844398350022,6.58270623734162,6.63795637234699,5.49362643238897,4.71780645966472,0.211539685465693,0.194725069009562,0.0116930459571793,-0.00627936394323947,5.04472819288627,4.43720757476184,5.32317296083251,6.23809634542967
"CESM2",NA,NA,2061,-0.250514092643604,-0.123962070917617,0.011954488842308,-0.0754821533456445,0.12217253890429,-0.148087124044029,-0.342393194302108,-0.401148253055895,-0.150832326097001,-0.451276836628215,-0.323450621840157,-0.126178210243355,4.53603728316894,4.88534166661674,4.21662760101215,3.59682634245439,3.01024762146669,3.52113964816206,4.27831393357377,4.1640934705075,4.06966030944343,3.9861336332506,3.93948852294376,4.44104132865838,0.120448204905647,0.249120132031434,0.0523784110125243,0.0928394324282482,4.62080675850174,3.60790051709198,3.98784901207988,3.99842748737085
"CESM2-WACCM",NA,NA,2061,-0.107627820048937,-0.0419457371725422,-0.00777183140083163,0.00346300563970187,0.0456966091144276,-0.257189422355551,-0.407552318867628,-0.430276350212099,-0.267709373235802,-0.602043056206564,-0.188952640035301,-0.164144770751785,5.04911174774564,5.01336084948196,5.46184339770057,4.1711226899752,3.49100038606194,3.78643762719884,4.32124700559265,4.48431844881161,4.08203112239723,3.76846823483826,3.96346562557735,4.46524028474407,0.192660742192922,0.230888817904979,-0.00718875643062275,0.0646937619729967,4.84257096193629,4.37465549590756,4.19733436063865,3.9379883298025
"CNRM-CM6-1",NA,NA,2061,-0.212994001453972,-0.171112957034436,-0.136564899017041,-0.204523870831327,-0.205252504541689,-0.463194065207325,-0.79520491184768,-0.725534090213446,-0.556197550422342,-0.674387955917316,-0.381809396608145,-0.188162457643903,4.58441600197547,4.24120091283957,3.44698014830053,2.97861640455463,3.39095025757666,4.00379682575791,4.45243546267055,4.54376802148824,4.23565105060484,3.78962524887596,3.66483385174938,4.74557960611191,0.218555930597016,0.118622497651014,-0.126508913070926,0.0384016830084628,4.52373217609252,3.27218227425456,4.333333429406,3.89670338666277
