"Year","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
1979,-10.3423700491161,-14.969499656534,-5.03150712491358,2.52041367027141,9.94388104558952,15.2436670625498,19.4203908229961,17.3396020720536,12.4594067039183,5.38444312456148,-2.09620605550565,-8.61032067265649,-17.210061997319,-22.4107046336974,-13.4787839096928,-6.27535894971749,1.41022213278765,6.95216376992399,11.2008970858904,9.44950028079446,4.84632057005856,-2.07920555953364,-9.36784163160552,-15.9597003190191,41.6947197497868,29.0566577567086,41.263158204583,46.5581974857075,51.9291622325487,57.0468829841328,77.4112307806402,78.194816643733,58.0773742376492,40.4941591914015,39.932643175239,32.9131247716968,-13.7762160232176,-18.6901021451157,-9.2551455173032,-1.87747263972304,5.67705158918858,11.0979154162369,15.3106439544432,13.394551176424,8.65286363698844,1.65261878251392,-5.73202384355559,-12.2850104958378,-11.3073967927689,2.47759586364911,17.3345533191998,5.24921459099138,-18.5268223166785,-6.11464024220755,9.20085371220295,-2.20024220702687,103.664502278192,139.750517922839,212.652930408506,138.50417660429,-14.9171095547237,-1.81852218927922,13.2677035157014,1.52448619198226
1980,-12.3794857890189,-9.78879438776064,-6.11683240699057,3.28753568514574,10.6603927442132,15.063580492438,18.9531595676805,17.2031381713414,10.708637790609,4.30054496566604,-3.44729178616546,-11.3912144203611,-19.5908932086703,-17.2248964217516,-14.3496990898728,-6.16134231170312,1.67447066182986,6.21336711897728,10.343298521361,9.20237308771638,3.00434531740098,-2.53839604260751,-9.69859411530333,-18.6710476276156,50.0844274871114,33.5584343979581,52.8125658719637,46.3072620151965,55.3775482444964,71.8559452629978,75.0818316213554,86.5665174386058,79.9158687309382,62.4575602666749,53.8678464607845,56.2043785253132,-15.9851894988446,-13.5068454047561,-10.2332657484317,-1.43690331327869,6.16743170302155,10.6384738057076,14.6482290445207,13.2027556295289,6.85649155400501,0.881074461529265,-6.5729429507344,-15.0311310239884,-10.2595336164787,2.61036534078947,17.07329274382,3.85396365670321,-17.591829983147,-6.27885691324868,8.58634624268488,-3.07754828016995,116.555986656766,154.497376131657,233.504294322959,196.241275458398,-13.9256817998128,-1.8342457862296,12.8298194932524,0.388207688266627
1981,-5.50746595713385,-6.86164049459212,-0.67771896656255,2.53769184920919,11.8225793521166,16.3304373879775,19.5992334262294,19.3605072930064,12.8498474655552,5.06954618276942,-1.74865411066965,-8.57629040185289,-12.321387980072,-14.6614791041706,-8.99108889925499,-6.26436461333425,2.59834948538066,7.76047319455658,11.1888284392616,10.6508442198959,5.77971131546904,-1.05131386457932,-8.51711199705319,-15.1410477192306,38.8459529280423,38.1960817110442,39.0085236100837,39.9090745760187,46.4326579440322,76.1940868704343,87.3874212683183,85.0129970512537,74.210011943889,72.7968630214003,44.6254787245466,34.7359704940679,-8.9144269686029,-10.7615597993814,-4.83440393290877,-1.86333638206253,7.21046441874865,12.0454552912671,15.3940309327455,15.0056757564511,9.31477939051214,2.00911615909505,-5.13288305386142,-11.8586690605417,-7.92010695736237,4.56085074492109,18.4300593690711,5.39024651255167,-15.2179715706194,-4.21903467573619,9.86671528457136,-1.26290484872116,133.2464131644,125.350256130135,248.594505190006,191.632353689836,-11.5690392639909,0.17090803459245,14.1483873268212,2.06367083191526
1982,-12.2245470343933,-9.91282008787691,-5.22942429551903,0.990152790770474,9.63913300288177,15.7736495051444,20.4461425438837,18.1663850289408,12.4438377947493,4.42827000771801,-4.85174705216458,-9.1326682541514,-20.4418258046368,-17.7944089357181,-13.758607686218,-8.30524069423593,1.14015859039437,7.450446472596,11.7608889800469,9.86591909871364,4.896038497347,-3.11299661901186,-11.7287997894501,-15.8419429013973,51.9405626697256,37.1427469194876,47.8491396316041,53.0695816583298,65.080029825893,69.9782236602046,70.1941394992011,62.1931560579588,62.552274245936,51.2613835650743,54.7852140091599,65.0697287711607,-16.3331864195151,-13.8536145117975,-9.4940159908685,-3.65754395173273,5.38964579663807,11.6120479888702,16.1035157619653,14.0161520638272,8.66993814604816,0.657636694353075,-8.29027342080734,-12.4873055777744,-10.2378858413744,1.79995383271107,18.1287256926563,4.00678691676758,-17.7924274865285,-6.97456326335318,9.69241818378552,-3.31525263703832,123.819280083281,165.998751115827,202.365519217364,168.59887182017,-14.0151566639514,-2.58730471532106,13.9105719382209,0.345767139864632
1983,-12.8415611901168,-10.4880340085272,-5.5430854490551,3.0756402091537,8.12777763687149,16.0600332087976,18.6905907761316,18.3124857148281,11.5353949280058,4.77237109473182,-2.7852880101208,-15.5743876139323,-19.9821359479289,-18.0660344905359,-13.9977181442301,-5.63473317927818,-1.13781919095853,6.85270305561958,9.81551457763892,9.72664770376908,4.42609368563766,-1.46297488378773,-8.12307689622429,-22.2695057245958,50.7215612959767,40.110786392615,40.6164282494786,46.5505200173964,56.402225151073,88.5242100438476,112.679129552217,87.2202867571262,99.0491468359806,78.8298039610241,61.6431304216341,34.5219312272171,-16.4118485690228,-14.2770342495316,-9.77040179664262,-1.27954648506224,3.49497922295648,11.4563681322086,14.2530526768852,14.0195667092986,7.98074430682173,1.65469810547204,-5.45418245317254,-18.9219466692641,-10.8207544842651,1.8867774656567,17.6877032332524,4.50749267087228,-17.9633711132873,-6.92342350482228,8.79828844567586,-1.71998603145812,155.902076459752,143.569173417948,288.423626353191,239.522081218639,-14.3920627987762,-2.51832301958279,13.2429958394641,1.39375331970708
1984,-11.7021054082942,-9.0356493766501,-3.95844293340356,3.37558776838916,11.2225760335485,17.424060219169,20.1765433998201,17.955094170939,11.9814259160008,5.02549091915404,-4.2454172761905,-9.19358340564185,-18.9422609607023,-16.8171581635606,-12.6826299582001,-5.78404232860095,2.37036836446708,9.0264374979473,11.8014295486438,10.0992373005821,4.61931384432955,-1.84966454915893,-11.3287229723681,-16.4224143665335,28.1514332622398,31.1410238198783,38.0699248561872,45.2867773046845,56.9717919006183,71.712522549335,85.8304058094095,83.1149275766347,58.9938677321172,64.1986850396713,38.6207331468705,42.3498811341846,-15.3221831844983,-12.9264037701053,-8.32053644580182,-1.20422728010589,6.7964721990078,13.2252488585582,15.988986474232,14.0271657357605,8.30036988016518,1.58791318499756,-7.78707012427928,-12.8079988860877,-12.1040474662922,3.54657362284471,18.518565929976,4.25383318632145,-19.3429749496196,-5.36543464077799,10.3090347823911,-2.85302455906581,93.8143883093352,140.32849406149,240.657855935379,161.813285918659,-15.7235112079559,-0.909430508966638,14.4138003561836,0.700404313627819
1985,-11.729041934511,-12.4238261271699,-5.38770767588315,1.91036409381673,10.0713800708981,15.0373177399898,19.4593222688679,16.7504301183364,11.2194390834396,3.3790133279008,-8.08913471142298,-10.8614497899557,-18.961310463024,-20.0821451726403,-13.8147269840711,-7.26201903833608,1.05192565917971,6.22367307022357,10.4475402600399,8.41599291343618,3.93754365113928,-3.32732290307754,-14.1632606810365,-17.5480441475276,34.4785524374696,43.72100811254,50.8723360167898,52.5666917590853,57.6742112988808,68.1568877279714,66.7518327205043,75.4495288528393,84.963579940453,75.6742710643106,61.7232564444916,39.5533594075245,-15.3451761987675,-16.2529856499051,-9.60121732997711,-2.67582747225967,5.5616528650389,10.6304954051067,14.9534312644539,12.5832115158863,7.57849136728944,0.0258452124116288,-11.1261976962297,-14.2047469687416,-11.1154838224409,2.19801216294389,17.0823567090647,2.16977256663914,-18.4886233340659,-6.67494012107582,8.36240208123322,-4.51767997765826,120.549441684194,161.113239074756,210.358249301315,222.361107449255,-14.8020535782534,-2.23846397906596,12.722379395149,-1.17395370550956
1986,-10.3973160904475,-7.81821397865217,-4.47681113850825,2.32952722620083,10.1792347666053,15.9033192899657,19.7044823424385,17.5190013194918,12.6062270859362,4.48944258909402,-6.41322854089257,-7.18520000348167,-17.4578443158164,-15.5171985017506,-13.4392859364183,-6.71883136225058,1.80973028629948,7.18549164124699,11.0485928702825,9.45160164785205,5.56537287980475,-2.4988025975582,-13.1580594346365,-14.0903927896459,43.1012536297517,39.7043103175624,37.1203153135356,42.119033538362,60.613840436706,72.4006742578168,78.7712260615378,93.0752824215976,70.1823606482463,75.3448177465823,55.6446601497433,56.5482054616538,-13.9275802031319,-11.6677062402014,-8.95804853746327,-2.19465206802488,5.99448252645239,11.5444054656064,15.3765376063605,13.4853014836719,9.08579998287046,0.99531999576791,-9.78564398776456,-10.6377963965638,-9.69232661968509,2.67731695143263,17.7089343172987,3.56081371137921,-16.8410289883649,-6.11612900412313,9.22856205312718,-3.36382971746333,122.358923354839,139.853189288604,244.247182740952,201.171838544572,-13.266677804025,-1.71940602634525,13.4687481852129,0.0984919969579366
1987,-10.4021612771811,-9.34501468352708,-4.69587764734587,3.26151788193524,10.178180387114,17.4500411931127,20.4557937781961,18.0607752581488,13.3768906274891,5.26606954284514,-3.34758073563143,-7.28652051106216,-18.0165707355111,-16.9124750820647,-13.5285658247307,-6.97078984816124,1.14211589993652,8.49727054618636,11.5425387624235,9.80878706083729,5.1784455426048,-2.5566019417442,-10.2094095183107,-13.7641577423277,39.8156054543908,37.7753644520284,44.8508184154832,32.4688585476017,57.1110430418189,53.2383513242598,62.2080986754728,74.6527908156438,56.2498912571895,37.049026590972,49.4510478746554,53.5081845641859,-14.2093660063461,-13.1287448827959,-9.11222173603826,-1.854635983113,5.66014814352525,12.9736558696495,15.9991662703098,13.9347811594931,9.27766808504697,1.35473380055047,-6.77849512697108,-10.5253391266949,-8.97745865472995,2.91460687390112,18.6555367431526,5.09845981156761,-16.3398128690739,-6.45241325765179,9.94953212314904,-2.52918863915004,134.139175368073,134.430720004904,190.099240815376,142.749965722817,-12.6586357619019,-1.76890319187534,14.3025344331508,1.28463558620879
1988,-12.7623815327306,-10.2136066395749,-2.61484258836313,4.67451011739753,11.194738218246,16.7110548975135,19.2211032662341,18.3232016811576,12.4069386078209,5.50057348107781,-3.12703284478955,-9.76032540270076,-19.6604671027071,-18.1712098546182,-10.5179079182943,-3.82906644431492,1.95916254515291,7.94364933793265,10.8908525758149,10.4433872542843,5.6608049027638,-0.675176424416142,-9.02259734122982,-16.260225508495,51.1481431135993,55.3221088503622,65.9713092623421,52.9348169783618,68.4024319224833,97.8968713419407,102.610182035132,107.67248152891,108.450603914718,87.7836526714964,79.8718314049409,64.2715177562627,-16.2114243177188,-14.1924082470965,-6.56637525332869,0.422721836541309,6.57695038169945,12.3273521177231,15.0559779210245,14.3832944677209,9.03387175529236,2.41269852833083,-6.07481509300968,-13.0102754555979,-10.0875028944559,4.41813524909346,18.0851199483017,4.92682641470306,-17.198611566551,-4.12927060581875,9.75929638934394,-1.34565628762739,159.978436528147,187.308558163187,308.179534905983,276.106087991155,-13.6430572305034,0.144432321637355,13.9222081688228,1.79058506353784
