"Group.1","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1901",-17.9273344992841,-16.1906588882547,-9.1737372352551,-2.401397413368,6.99708855393866,12.6594184365484,16.5589749972762,15.1342238259095,8.74851937034197,2.16422124319689,-10.087790416689,-13.4003228739609,-27.3016163499582,-26.9104318168821,-20.7211424105619,-13.8815757122425,-3.73542625488727,2.44897825064514,5.74348186588848,4.42305563844093,-0.362386071798137,-6.23193734129867,-18.8735813489728,-21.9474039668187,36.0145641668282,27.5802828713326,29.0620477400704,25.3721183703981,32.7939138537959,44.7017999539626,57.5803432148256,59.3548272349827,52.8115102393,53.1562087717558,43.4219227997629,42.7529052256534,-22.5902845007764,-21.5260908840273,-14.9264071305269,-8.12849729903288,1.62977809098142,7.53460308722289,11.1257212131889,9.7545975014762,4.18254324454671,-2.02537289966268,-14.4596451443076,-17.6504011757353,-15.8394387538332,-1.52601536489481,14.7842057532447,0.274983398949966,-25.386484044553,-12.7793814592306,4.20517191832485,-8.48930158735654,106.347752263814,87.2280799642645,161.636970403771,149.389641810819,-20.5889255201797,-7.14170877952612,9.47164060062933,-4.10082493314117
"1902",-16.2658266236616,-13.1708070704606,-12.8385604290315,-3.10033035606441,6.61379442286498,12.6647363699464,16.512754882798,14.8679354308077,8.30979847630447,1.92652907713311,-11.5674011426459,-17.7329851225703,-25.6562719763945,-23.1433980777615,-24.3633807891628,-13.9671406534806,-3.66616836626315,2.1662048207731,6.12260550473171,4.60556803075289,-0.640690391778916,-6.35070320494158,-20.15344521242,-26.7348096780291,34.3131612547309,27.1852047321176,28.7085973014863,23.0627220738107,37.5080285069409,43.8313696769413,58.7286649912784,63.4927675510206,53.713881507723,44.5051641486087,40.9668817070111,37.3748965036995,-20.9370302486319,-18.1337391588956,-18.5783520192041,-8.5200269595273,1.4724072683736,7.39717008860187,11.2928005292189,9.71261175377679,3.82517099706432,-2.20333998836695,-15.8372300665389,-22.2094179919893,-14.2789855226944,-3.10836545407696,14.6818088945174,-0.443691196402775,-23.5823580069916,-13.9988966029688,4.29812611875257,-9.04827960304683,104.251271212502,89.2793478822379,166.05280221924,139.185927363343,-18.9070568610876,-8.54199057011928,9.4675274571992,-4.73846635261386
"1903",-17.4812575959947,-14.1941539456608,-11.1084508227573,-3.25113330708502,5.69085080260682,14.350270179677,16.4325888862907,15.1534905273345,7.88054554514529,-0.214380452783053,-10.7407477382206,-12.5910245694059,-27.2437860635003,-25.1727517708201,-23.5354489610541,-14.7143265016772,-4.9966591572928,3.47246740193682,5.93154996586228,5.16668313220747,-1.09862381005962,-8.56822197106624,-18.9199053090856,-20.6621070474688,33.7455525752118,25.3183366320949,24.7864229965931,25.1144780519824,34.9107615451311,43.5699455189454,56.5259680591383,62.1516821843197,56.0062287373794,52.5906365370554,41.8509850641465,36.5066031137328,-22.338477769093,-19.6592197947235,-17.2987492602105,-8.96791904867178,0.349989191903015,8.89047391139788,11.1575981080093,10.1368586257188,3.38390455842824,-4.37774631841243,-14.8065199161548,-16.6036841158222,-16.4694655547419,-2.88957777574515,15.3121165311007,-1.02486088195279,-26.3837825041165,-14.4154782066747,4.85690016666886,-9.52891703007048,96.4387857110061,84.8116625937067,162.247595762403,150.447850338581,-21.4023718519353,-8.63889303899309,10.0616435483753,-5.26678722537966
"1904",-18.329916030881,-20.7024036172873,-12.9445651296994,0.182279426415028,6.58008868847962,13.0888208104604,16.8312752437672,14.4804914541473,8.02906272158485,1.50879720173431,-7.8917075497806,-13.545053156764,-27.6102971853732,-31.1629335085384,-24.6081243479513,-10.8313203529112,-3.6929512222878,2.78178552005268,6.16947874225984,3.6386065797134,-1.23580799976014,-6.98203428205318,-16.0776527475914,-21.8923653780691,36.982691893365,29.7624375800702,26.5906391084179,22.8452425431452,30.3239058074826,46.7720886334871,55.4459442162765,54.3558495052685,54.6912149136694,48.7461077778653,43.9671517435006,38.0399393751166,-22.9457874937923,-25.9074531043829,-18.7519043453002,-5.31444100317093,1.44166869451013,7.91610590571604,11.4753840271801,9.03723372172139,3.38923429419924,-2.72688109395796,-11.9661641037344,-17.6959525232767,-17.2077814058581,-2.06073233826824,14.800195836125,0.548717457846185,-26.4784459137934,-13.0441319743834,4.19662361400864,-8.09849834313491,103.251732587168,79.7597874590456,156.573882355032,147.404474435035,-21.8189749046658,-7.54155888465367,9.47624121820584,-3.76793696783103
"1905",-16.4441028486909,-13.2961150315487,-7.3959851002073,0.0710467716538534,8.22523476175372,13.7887277458665,16.7108960513217,15.2131513785995,7.76834695226542,-1.05697484402435,-7.09212092787424,-14.5865590594616,-25.5921989348862,-23.6825447297236,-18.4999057273816,-11.3513106253714,-2.52024294307705,3.47594795380216,6.51913152759172,4.87700643863924,-0.68603424046333,-8.58209194167632,-15.4042976455011,-23.2281985062017,29.2277087231122,25.0783874616569,26.1863271341356,23.7643937530753,30.2590864471574,42.6515253555116,53.003651421961,64.7635291037309,56.8228595257307,48.6643865646312,45.7352639328806,40.1223831114839,-20.9940630388882,-18.4659802312013,-12.9301394548512,-5.63024792406656,2.84747443728642,8.61125022580842,11.5910335228337,10.0212309204839,3.53273530036358,-4.80638309141466,-11.2284458441991,-18.8833343792509,-14.4284236790012,0.300098811066761,15.2375917252625,-0.126916273211058,-23.722369680893,-10.7904864319434,4.95736197334438,-8.22414127588026,92.3460355598857,80.2098073343683,160.418705881203,151.222510023243,-19.0519985977887,-5.23763764721043,10.0745048897087,-4.16736454508339
"1906",-21.0470281076377,-14.4249887463385,-8.52705492229038,-0.286080537305042,7.32778219326196,13.7573511499748,17.9307790734533,14.6382156900227,9.36278279274941,1.75160265281291,-9.54255854442083,-17.6896888309511,-30.5845484065477,-24.9882215319261,-20.337045771018,-11.5848523852954,-2.82725113143482,3.18482198181125,7.05495206733009,3.9231866520511,-0.425356037576884,-6.23851845168808,-18.0436943534576,-26.5104568926339,37.2969487456146,22.3863651598315,22.2912559561741,24.6271614817718,30.3003831205772,50.0777648046393,54.2166067334225,55.0337969213661,52.9086033043046,53.7660014168828,44.2106579867303,38.6801572897309,-25.791454598255,-19.6834091107379,-14.4118532522185,-5.92440615242076,2.24610603805404,8.45061378992848,12.4679468866146,9.25769191945996,4.45864213233019,-2.23532193837539,-13.7712777177925,-22.0755515274636,-16.6861919711459,-0.495117755444488,15.4421153044836,0.523942300380498,-26.2669894815585,-11.5830497625828,4.72098690039748,-8.23585628090754,99.80569701693,77.2188005585231,159.328168459428,150.885262707918,-21.4527326960813,-6.03005112219507,10.0587508653343,-3.84931917461256
"1907",-19.9808557181734,-18.3095796593287,-11.7874188545983,-3.21092624129548,6.97898877918728,13.0084813761614,16.3091000535454,13.9040708382619,8.48630463972555,1.24508715934062,-8.92645217083189,-13.6638122217909,-29.8497907133191,-28.8743891431036,-23.8736620087996,-14.2162327506937,-3.77563744321859,2.17785233530955,5.67105314139945,3.76262016823984,-0.572892321609396,-7.46138304751955,-17.6863960187502,-22.2614207862866,31.0614332066774,30.1646424588903,27.3481465954965,21.5941594203373,27.8776399005275,43.9419123881491,54.7893310864097,65.5673764853227,57.5343803898661,46.3858990071326,45.1184466143745,35.6277448163442,-24.8907726065341,-23.5674015509424,-17.8079321300693,-8.69979947848165,1.60010891268246,7.57495497674238,10.9647967066449,8.80931461567574,3.9475704238251,-3.09710344205492,-13.2861983244662,-17.9393547028052,-18.6600414028177,-2.6731187722355,14.4072174226563,0.268313209411427,-28.4115455830189,-13.9551774009039,3.87050854831628,-8.57355712929306,99.9062329552986,76.8199459163613,164.298619959881,149.038726011373,-23.5112418949801,-8.30254089862284,9.11635543302102,-4.14524378089867
"1908",-15.7325247937128,-13.991432470063,-12.782796063186,-2.83619711562844,6.9754600394478,13.2677697759646,16.8572747614972,14.6155759749562,8.04730893144437,-0.560490570155074,-9.36950484413631,-14.036653657906,-24.9125988730728,-24.3860511888562,-24.1043813414542,-13.737859400937,-3.35444140867101,2.79009440736516,6.31358884997892,4.21404209041893,-0.967273062829728,-8.88597458093674,-18.1192496902425,-23.00968588153,31.3071297909843,28.7972151818275,30.8748467842748,26.9759032273512,31.8482590527284,48.5694431137098,54.2381047853169,54.004071170763,57.7777143734129,48.3877324710496,45.0655421974832,35.9498644386224,-20.2984373866849,-19.1645079133475,-18.4211097107674,-8.27343287585121,1.80757508530727,8.00932456901267,11.5612373926254,9.39123589038832,3.53247404600597,-4.71037729336556,-13.7243199418629,-18.4988143656218,-14.4625898285222,-2.88117771312221,14.913540170806,-0.627562160949005,-23.8533569494052,-13.7322273836874,4.43924178258767,-9.32416577800298,95.732089789156,89.6990090643544,156.81161906979,151.230989041946,-19.1341000009459,-8.29565583377046,9.65393261734213,-4.96740772974084
"1909",-22.6139071343848,-18.506901968145,-10.3734487879269,-5.00422492435456,6.08549596366442,13.6321650936246,16.5664060749522,14.212750383255,9.00877117267367,-0.458649385752464,-13.0576645629786,-16.2436319647521,-32.0517825692666,-28.9155145784826,-20.9598669998674,-15.984432125202,-4.03536572656496,2.91048078598304,6.28104582045429,4.14964211909096,-0.129075439424062,-7.98146906121624,-21.2337775647989,-24.6146424386867,29.6329343374,25.7823044408246,28.4468774054592,22.4949291667762,33.0917077471583,47.2256764911852,58.9253561239744,62.2127227197697,59.5212305333209,48.707619500998,38.2588029898406,33.2071545025995,-27.3073882566045,-23.6867785582251,-15.6460367902568,-10.4780608111639,1.02467190580311,8.25126035866408,11.399429332286,9.15689279003463,4.42848531681775,-4.20711770237611,-17.1224049272333,-20.4050229107608,-18.3858209201452,-3.09739258287236,14.8037738506106,-1.50251425868582,-27.9923276764264,-13.6598882838781,4.44705624184277,-9.78144068847972,91.365103216847,84.0335143193936,168.363755334929,146.48765302416,-23.1643270601505,-8.36647523187253,9.60252749366158,-5.63367910426387
"1910",-17.5260437559413,-18.0677821798048,-9.14810350292661,-2.22477220792952,6.78964704296178,13.2080714344294,16.4094079603341,13.6903933723659,9.10503851819033,0.486709632070283,-10.1283229558317,-15.6826067645269,-26.5306071397404,-28.5015950210976,-20.0491651671067,-13.2302298775345,-3.95744959031761,2.50800371750806,5.70535548761481,3.27099947509883,-0.178313126473886,-7.51325236860592,-18.416411993002,-24.0849009647372,33.1014663728444,24.931856782494,30.3971901333104,26.2607008199523,28.6338729468796,46.6423790182816,57.6475209821394,54.3948761669586,45.3602308892855,49.0847864616451,35.2786469006544,43.2367696320797,-22.0039869756583,-23.2604489372451,-14.5800317209253,-7.71399762852725,1.41555124076112,7.83871891575971,11.0321872791726,8.45912756984889,4.45218441657967,-3.50162461238738,-14.2498033611365,-19.8600375687165,-17.2791526334994,-1.52774288929812,14.4359575890431,-0.17885826852368,-26.5489481998416,-12.4122815449863,3.8281195600739,-8.70265916269393,91.2404776579379,85.2917639001423,158.68477616738,129.723664251585,-21.8898196078881,-6.95949270289715,9.11001125492706,-4.43308118564807
"1911",-22.6660079806141,-14.4535266172036,-10.5871737034017,-3.60759716098006,6.48683665526216,13.4068343111494,16.6116348206746,14.2600156732763,9.04065144428677,2.20995324169244,-11.4393163056795,-14.4092679072545,-31.6976083812336,-25.020103101657,-21.6475189402284,-14.9602087779569,-3.72452124087383,2.82686338810683,5.6970905012678,4.09595073178842,-0.378800566255828,-6.02923204837785,-19.8707816433758,-22.9928518576295,35.9426242158287,25.4461499291661,31.2206106389537,27.6309326241377,33.1469103712596,44.1910934677155,53.8743410207849,55.781770791998,44.5385748225207,40.0915439938081,41.8949711293672,42.5557211380068,-27.1564291914283,-19.7129632418743,-16.0970288087459,-9.2686835401118,1.38051602418363,8.09722478383048,11.1299413245222,9.15492349648385,4.32023535508811,-1.90293148338085,-15.6311181364008,-18.6766822418134,-17.6007137874482,-2.56931140303987,14.7594949350334,-0.062903873233418,-26.9342041492093,-13.444082986353,4.20663487372102,-8.75960475266982,104.625543777075,91.9984536343511,153.847205280498,126.525089945696,-22.2431433340064,-7.99506544155803,9.4606965349455,-4.40460475489786
"1912",-17.1640908312388,-12.379251253868,-9.25722023623206,-0.682330099347957,8.33287909161299,13.6047413398876,15.6384206932939,14.3089759345429,9.04960230546972,0.769911502692346,-8.17528338458941,-14.4481226798264,-25.8415204547879,-22.2958212514246,-20.801019243601,-11.6037559637199,-2.45409868567222,2.80979213002922,5.51832660283893,4.74587011137089,-0.330910142781694,-6.87548633072864,-16.3350365558904,-23.2106815104388,28.6570364777312,27.8204294146942,23.0593812344598,22.57159731228,30.6828342172878,40.9730310511214,52.5763967482005,62.9787716114145,54.0306253568567,50.1729635340258,40.0477988453539,47.1245771060994,-21.4784597346668,-17.3152172124875,-15.0074305582129,-6.13260768973618,2.93351306822881,8.18803554860878,10.5542157908436,9.50418492494992,4.34823170700228,-3.04300628239992,-12.2345710782261,-18.8059910137894,-14.6508699974538,-0.535557081322341,14.5173793225748,0.548076807857551,-23.7100645212807,-11.6196246309977,4.35799628141301,-7.84714434313359,99.0331870304322,76.3138127640276,156.528199410736,144.251387736236,-19.1567863963225,-6.06884172657344,9.41547875480075,-3.64311521787459
