"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,-7,-8.6,-9.3,-7.2,NA,-6.1,-7.7,-7.9,-9.2,-5.2,-6.5,-6.9,-10,-7.6
"historical",1851,-6.9,-9.3,-9,-7.2,-9.6,-6.8,-7.3,-7.8,-8.9,-5.7,-6.8,-6.4,-10.4,-7.9
"historical",1852,-7,-9.4,-9.3,-6.6,-9.4,-6.8,-7.8,-7.8,-8.4,-5.6,-6,-6.4,-9.9,-7.7
"historical",1853,-7.2,-9.2,-8.9,-7.4,-8.9,-6,-7.3,-8.2,-8.3,-5.4,-6.5,-7,-9.8,-7.7
"historical",1854,-7.1,-9.2,-8.9,-7.4,-9.1,-6.1,-6.7,-7.6,-8.3,-5.2,-6.5,-6.5,-9.6,-7.6
"historical",1855,-7.3,-9.5,-8.8,-7.3,-9.1,-6.6,-7.1,-7.8,-8.4,-5.2,-6.8,-6.5,-9.9,-7.7
"historical",1856,-7,-8.8,-8.9,-7.7,-9.2,-6.4,-8.1,-7.9,-8.5,-5.4,-6.4,-7.2,-9.7,-7.8
"historical",1857,-7.4,-8.7,-8.7,-6.6,-8.9,-6.1,-7.6,-8,-8.6,-5.5,-6.6,-7,-9.8,-7.7
"historical",1858,-7.4,-8.8,-8.9,-6.5,-9.5,-6.5,-6.5,-7.8,-8.7,-5.8,-7,-6.4,-9.9,-7.7
"historical",1859,-7.4,-9.8,-8.7,-7.8,-9.6,-6.1,-7.1,-8.3,-8.4,-5.6,-6.7,-6.5,-10,-7.8
"historical",1860,-7.3,-8.8,-8.6,-6.8,-9.5,-6.7,-8,-7.9,-8.5,-5.5,-6.9,-7.2,-9.8,-7.8
"historical",1861,-7.4,-8.8,-8.7,-7,-9.5,-6.4,-7.3,-7.6,-8.4,-5.2,-6.8,-7.3,-9.8,-7.7
"historical",1862,-7.1,-9,-8.9,-7.1,-8.6,-6.5,-7.1,-8.4,-8.3,-5.3,-6.9,-6.8,-10.1,-7.7
"historical",1863,-7.1,-9.3,-8.9,-7.4,-9.3,-5.9,-7.5,-7.7,-8,-5.6,-6.8,-7,-9.8,-7.7
"historical",1864,-7.4,-8.9,-9,-7.4,-9.7,-6,-8,-8.2,-8.9,-5.5,-7,-7,-10,-7.9
"historical",1865,-7,-9.2,-9.1,-7.2,-8.6,-6.6,-6.9,-8.4,-8.6,-5.4,-7.3,-6.8,-10.2,-7.8
"historical",1866,-7.2,-9,-8.8,-7,-9.8,-6.3,-7,-7.7,-8.4,-5.9,-7,-6.9,-10.1,-7.8
"historical",1867,-7.1,-9.1,-8.8,-6.9,-9.7,-5.9,-7.4,-8,-8.9,-5.6,-6.9,-7.6,-9.6,-7.8
"historical",1868,-7.3,-8.9,-8.9,-7.2,-9.9,-6.2,-8.2,-8,-8.4,-5.5,-7.2,-7,-9.8,-7.9
"historical",1869,-7.5,-8.8,-8.7,-6.9,-9.9,-6.2,-7,-8.2,-8.4,-5.3,-6.9,-6.9,-10.2,-7.8
"historical",1870,-7.4,-9.1,-8.9,-7,-9.2,-6.2,-7.2,-7.6,-8.3,-5.5,-7,-6.4,-9.9,-7.7
"historical",1871,-6.8,-9.4,-8.9,-7,-9,-6.8,-6.5,-7.7,-8.9,-5.7,-6.6,-6.5,-10.2,-7.7
"historical",1872,-6.7,-9.4,-8.7,-7.5,-9.2,-6.4,-7.2,-7.8,-8,-5.4,-6.4,-6.8,-10,-7.7
"historical",1873,-7.2,-8.8,-8.8,-7.6,-9,-6.5,-7.4,-8.2,-8.6,-5.3,-6.8,-6.7,-10,-7.8
"historical",1874,-7.1,-8.4,-8.8,-6.6,-9.6,-6,-6.9,-8.1,-8.4,-5.1,-6.5,-6.9,-10,-7.6
"historical",1875,-7.1,-9.4,-8.8,-7.4,-9.6,-6.2,-7.7,-8.2,-8.3,-5.4,-6.7,-6.4,-10.2,-7.8
"historical",1876,-7.2,-8.5,-8.7,-7.6,-9.6,-6.1,-7.6,-8.6,-8.5,-5.2,-6.9,-7,-9.7,-7.8
"historical",1877,-6.9,-9.1,-8.8,-7.2,-9.8,-6.1,-7.2,-7.7,-8.5,-5.4,-6.6,-6.9,-10,-7.7
"historical",1878,-7,-9.1,-8.9,-6.8,-9.2,-6,-7.2,-7.9,-8.6,-5.3,-6.6,-6.6,-9.6,-7.6
"historical",1879,-7.3,-8.4,-8.8,-7.2,-9.5,-6.4,-7.2,-8.1,-8.6,-5.3,-6.9,-6.5,-9.5,-7.7
"historical",1880,-7.2,-9.3,-8.7,-7.3,-9.6,-6.4,-7.7,-8.1,-8.7,-5,-7,-6.1,-9.7,-7.8
"historical",1881,-7.2,-9.2,-8.7,-6.9,-9.7,-6.2,-7.2,-7.9,-8.3,-5.5,-6.3,-6.3,-9.8,-7.6
"historical",1882,-7.1,-9.2,-8.8,-6.9,-9.8,-6.6,-7.5,-8.1,-8.1,-5.4,-6.7,-6.7,-10.1,-7.8
"historical",1883,-7.2,-8.6,-8.6,-6.6,-9.7,-5.8,-7.6,-8.5,-8.2,-5.7,-6.5,-7,-9.8,-7.7
"historical",1884,-7.5,-10,-9.6,-7.2,-10.5,-6.9,-8.1,-8.9,-9.3,-6,-7.8,-7.2,-10.7,-8.4
"historical",1885,-7.5,-9.8,-9.6,-7.4,-10.2,-5.9,-8.7,-8.3,-8.8,-6.2,-7.5,-7.4,-10.6,-8.3
"historical",1886,-7.2,-9.3,-9.5,-7.4,-10.2,-5.9,-8.5,-8.5,-8.8,-5.3,-6.9,-6.6,-10.1,-8
"historical",1887,-7.1,-10.2,-9.3,-7.8,-9.9,-6.5,-7.3,-7.9,-8.7,-5.7,-6.9,-7.1,-10.2,-8
"historical",1888,-7,-9.5,-9.1,-7.7,-9.9,-6.8,-7.9,-8.2,-8.6,-5.7,-7.2,-7.1,-10,-8.1
"historical",1889,-7,-8.4,-9.1,-7.1,-9.7,-6,-7.6,-7.9,-8.4,-5.7,-6.6,-6.7,-10.5,-7.7
