"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,99.3,63,73.8,62.7,NA,106.7,82.8,95.2,101.1,86.7,87.5,108.3,93.9,88.4
"historical",1851,101,81,88.1,91.9,97.5,104.1,74,107.1,112.2,79.9,82.4,130.9,96.9,95.9
"historical",1852,97.4,67,88.4,72.8,99.3,132.4,75.1,95.5,113.3,78.1,99.6,122.7,114.6,96.6
"historical",1853,110.4,58.2,72.7,65.5,94.2,117.7,66.8,84.5,108.5,80.1,99.7,121.8,102,90.9
"historical",1854,95.5,60.9,75.1,57.5,102.2,92.1,85,106,109.7,84.5,92.1,136.1,103.8,92.3
"historical",1855,95.5,69.7,77.6,78.1,101.9,107.3,88,101.7,107.6,74.7,112.3,118.8,91.5,94.2
"historical",1856,102.2,70,84.1,82.3,102.7,114.7,83.9,93.1,119.2,82.1,103.2,124.5,102.6,97.3
"historical",1857,102.6,63.4,69.7,69.9,103.2,84.2,82.5,97.6,109.2,77.3,93.2,124.6,101.2,90.7
"historical",1858,84.8,58.8,78.7,89.7,97.4,97,76.3,89.9,115.2,85.1,100,120.9,109.8,92.6
"historical",1859,107.6,76.7,69.8,77.1,86.8,103.3,80.8,104.2,109,80.6,93.5,137.2,106.1,94.8
"historical",1860,92.3,63.2,80,80.8,81.4,96.3,87,97.3,110.9,73,96.6,108.7,93.3,89.3
"historical",1861,98.4,54.1,79.7,59.6,108,117.2,93.6,102,101.5,79.8,80.7,121.9,90.4,91.3
"historical",1862,99.9,50.6,79.3,82.8,104,114.5,105.6,105.3,103.3,78.6,94.2,119.7,104.7,95.6
"historical",1863,105.7,62.7,80.4,87.8,109.4,127.6,67.7,90,116.1,90.2,92.5,125.2,90.6,95.8
"historical",1864,93.8,61.8,78.5,77.7,100.5,91.1,75.1,96.8,117.3,82.7,92.5,116.6,87.5,90.1
"historical",1865,71.8,54.4,89.1,69.5,101.9,120.3,91.6,105.5,121.9,82.8,98.1,116.3,100,94.1
"historical",1866,115.9,71.6,84.5,78.9,89.6,122.9,87.3,84.5,107.7,88.2,94.4,113.7,106.9,95.9
"historical",1867,96.2,75.2,82.4,94.4,90.4,97.5,89,102.5,109.4,82.2,91.2,121.9,92.4,94.2
"historical",1868,83.6,68.4,64.1,78.4,94,80.4,95.9,103.3,107.1,80.2,80.5,140.1,112.7,91.4
"historical",1869,98.5,73.7,81.8,64,96.4,83.1,79.6,96.5,122.7,90.1,91.7,108.4,91,90.6
"historical",1870,94.3,53,85.2,68.2,114.9,99.6,83.3,104.5,114.9,95.3,88.8,128.1,100.1,94.6
"historical",1871,102.2,68.7,68.2,101.2,95.7,115.6,72.2,86.6,119.9,83.8,107.7,124.5,93.8,95.4
"historical",1872,104.9,73.6,83.2,87.3,107.2,102.4,82.5,96,102.1,91.9,95.8,112.1,102.8,95.5
"historical",1873,95.7,56.3,71.9,82,115.4,102.3,90.4,98.9,116.1,84.6,74.4,136.4,112.9,95.2
"historical",1874,108.8,60.3,73.3,86.7,111.7,107.2,86.7,86.7,108.2,81.4,81.5,110.6,106.7,93.1
"historical",1875,80.4,71,67,75,99.4,111.5,84.8,95.9,103.5,82.7,95.4,97.7,96.2,89.3
"historical",1876,80.9,71.3,67,66.1,98.3,112.4,75.5,91.2,107.1,79.8,108.1,99.1,100.8,89
"historical",1877,86.4,42.8,71.5,80.9,91.6,90.7,80.3,76.1,101.1,91.9,86,120.1,93.5,85.6
"historical",1878,93.8,70.5,81.3,71,96.1,114.8,70.3,99.6,98.5,91.1,83.4,132.8,98.2,92.4
"historical",1879,108.3,59.5,62.5,83.7,101.1,111.9,91,96.4,108.8,82.6,91.7,106.6,89.3,91.8
"historical",1880,93.6,77.8,74.3,89.1,100.7,110,76,90.5,105,85.1,98.7,124.3,90.8,93.5
"historical",1881,102.5,69.1,73.8,68.1,102.5,113.9,97.2,84.7,106.9,88,93.5,122.7,103.3,94.3
"historical",1882,111.5,62.1,71.2,75.9,111.4,96.3,86.4,107.3,118.7,86.8,91.8,118.7,101.5,95.4
"historical",1883,75.5,68.4,81.6,79.9,100.1,111.3,82.1,106.1,118.6,78.1,87.9,125.3,96.2,93.2
"historical",1884,93.9,58.7,90.4,75.2,102.1,108.1,87.2,85.4,115.5,90.5,102.4,117.6,99.7,94.4
"historical",1885,110.2,60.7,84.4,73.8,103.3,88.7,88.5,101.4,119.1,79.8,93.5,111.8,108.8,94.2
"historical",1886,97.2,58.1,74.5,75.6,97.5,107.6,71.8,96.9,97,72,94.8,138.1,79.9,89.3
"historical",1887,91.6,57.7,80.2,99.1,90.7,84.3,82.2,104.5,113.3,81.4,90.3,113.2,105.6,91.9
"historical",1888,97.4,50.3,71.3,78.1,94.9,96.4,83.2,86.1,113.1,84.5,81.6,117.8,108.8,89.5
"historical",1889,86.2,79.8,78.1,82,83.5,96,91.4,104.2,115.7,85.2,96.1,130.6,104.2,94.8
"historical",1890,92.5,74.7,85,86.9,95.3,118.1,105.4,90,115,86.8,85.6,126.6,112.4,98
"historical",1891,91.2,57.3,83.1,95.2,106.2,104.5,80.6,93.5,99.2,80.7,92.5,120.6,104.8,93
"historical",1892,96.1,76.5,86.8,75.4,112.2,108.8,88.2,103.1,109.6,82.4,80.8,133.6,96.9,96.2
"historical",1893,95.9,59.3,70.9,88.3,104.5,103.3,76.5,96.4,110.8,89.5,85.2,116.7,90.3,91.4
"historical",1894,101.4,64.1,76.7,72.2,115.6,115.1,85,83.9,110.1,89.4,84.6,126,87.8,93.2
"historical",1895,89.5,71.9,75.3,82.4,95.8,92,78.5,96.9,110.6,84.2,84.9,128.6,105.9,92
"historical",1896,81.2,59.6,91,94.1,96.7,98.6,69.3,103.1,103.9,87.6,88.3,120.6,102,92
"historical",1897,101.4,61.6,72.3,78.2,105.5,119.2,109,91.3,111,82.4,108.9,124,100.2,97.3
"historical",1898,89.9,86.7,71.3,81.7,106.4,78.1,85.5,94.6,110.3,87.1,81.1,118.3,107.2,92.2
"historical",1899,85.9,71.8,83.5,92.9,98,95.2,91.5,93.8,106.4,79.6,91,113.1,90.3,91.8
"historical",1900,87.9,69.9,80.4,71.4,115.4,109.2,87.8,84.8,104,89,88.5,112.8,88.3,91.5
"historical",1901,94.2,75.8,87.4,100.7,107.5,106,89.4,91.1,115.1,81.5,87.7,106.3,97.1,95.4
"historical",1902,101.9,60.8,76.5,89.6,104.3,105,93.6,102,112.3,82.3,106.7,125.4,94.2,96.5
"historical",1903,87.2,61.4,74.6,77.8,115.8,121.8,86.4,95.7,102.2,77,103.1,116.8,101.1,93.9
"historical",1904,106.3,45.2,77.5,91.4,102.7,98.7,91.7,91.6,99.2,82.6,93.2,133.9,91.7,92.7
"historical",1905,87.8,67.5,76.7,73.9,90.7,109.9,91.9,96.3,110.3,72.1,89.6,126.5,103.1,92
"historical",1906,99.2,61.5,73.5,76.7,95.8,71.3,91.3,102.6,108.5,79.6,82.8,113.6,101.7,89.1
"historical",1907,100.4,60.3,82.2,84.3,101.4,84.5,102.1,102.4,114,74.8,92.1,118.9,99.6,93.6
"historical",1908,96.2,52.3,87.6,75.3,110.5,102.6,103.7,112.9,109.4,82.4,87.7,115.9,95.3,94.8
"historical",1909,89.1,57.9,66.5,87.9,95.1,123.5,61,108.9,104.4,75.8,99.8,124.1,88.7,91
"historical",1910,81.7,60.7,75.2,90.8,99.5,123.4,80.2,105.2,105,87.4,87.7,122.9,100.3,93.8
"historical",1911,94.3,79.4,77.3,82.6,100.9,105.4,82.5,102.9,110.1,84.9,90.3,119.7,88.8,93.8
"historical",1912,78.4,74.3,78.3,86.8,91.5,105.3,87.5,101.2,110.6,79.1,103.3,100.1,100.7,92.1
"historical",1913,110.9,58.6,72.4,68.6,112.9,119.7,73.6,118.1,110.6,80.5,83.4,108.5,94.3,93.2
"historical",1914,108.7,73.4,83.2,68.3,108.9,109,77.9,103.4,107.8,77.1,95.6,112.9,104.5,94.7
"historical",1915,103,50.8,80.1,85.9,106.6,92.8,73.4,102.1,123.1,93.3,93.2,123.3,106,94.9
"historical",1916,80.7,68.2,68,85.6,119.1,102.5,102.6,97.7,109.9,82.1,87.5,102,107.8,93.4
"historical",1917,88.1,69.1,77.6,124.6,104.1,124.2,91,103.8,109.9,87.8,82.5,125.4,105.3,99.5
"historical",1918,94.9,66.4,80.4,92.1,111.3,100.5,93.7,93,115.7,74.8,98.8,113.9,133.3,97.6
"historical",1919,89,72.7,86.1,100.6,98.8,109.5,99.1,91.5,117.4,82.2,81.2,119.1,111.5,96.8
"historical",1920,84.3,59.4,79.4,112.6,105.6,85.7,77.8,98.7,119,79.7,97.7,106.9,100.8,92.9
