"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2",NA,NA,2061,0.040006382918695,-0.0102990742061156,-0.0353528987127412,-0.0588947397433048,-0.154930981311056,-0.334536607000851,-0.210732778707219,-0.160103703433643,-0.0992552467657331,-0.154900248583895,0.0279770829934479,0.0701383496310611,6.2385781307621,5.49910894997151,4.52987881686152,3.93308587236153,3.80307796564194,4.31500010354679,4.9077180835502,5.22221177190571,5.08540412828468,5.25484075264309,5.75783760112915,6.19228276003242,0.278509530188006,0.239352685763265,0.115266176520108,0.230394314680492,5.97665661353362,4.08868088367139,4.81497665407865,5.36602749302001
"ACCESS-ESM1-5",NA,NA,2061,0.0825700692115785,0.0162259446947341,-0.00792001339061103,-0.0577645706269685,-0.127428454694584,-0.234779009519356,-0.201335366139688,-0.208549622230344,-0.151983543792639,-0.089407097649058,0.0409329002900437,0.066072732371189,5.55044008045945,4.98140792106403,4.16562929481113,3.83831828847425,3.82332918822408,3.59774196716576,3.72950495327792,4.04801022557142,4.20620620245931,4.67108670640318,4.92138452743968,5.231760132956,0.257006433643718,0.187472879294674,0.0445532491664944,0.177423204571094,5.2545360445401,3.94242558820108,3.79175238396362,4.59955914663573
"AWI-CM-1-1-MR",NA,NA,2061,-0.199452198530533,-0.340999333966859,-0.409475408531996,-0.469592430759939,-0.534629446224641,-0.827589617731759,-1.09177928424182,-1.27134941998334,-0.544845559785317,-0.367515883817529,-0.435981139778223,-0.195743621754683,5.1454501383835,4.19712464708649,3.61763792834828,3.49959795476379,3.28129744743627,3.07488771009723,3.50535008464158,3.82124191571397,3.65250123877344,3.77273378853435,4.24869662392372,4.65734580702848,0.158849827672099,0.0432099348274544,-0.264001794727135,0.0895595865682605,4.66664019494942,3.46617777685602,3.46715990481397,3.8913105477303
"BCC-CSM2-MR",NA,NA,2061,-0.0390155028944482,-0.0873887602771933,-0.0128507737710813,-0.111821621181868,-0.223396368247355,-0.317876078755457,-0.395789543678295,-0.369247714670206,-0.129690900936702,-0.112288966998684,-0.0600973678087925,0.00901788720227356,5.00556934801613,3.81018480259279,3.32182554239551,2.65365489735259,2.91310710805533,3.2456236307506,3.74378340707779,3.66286886604909,3.3708951353784,3.86508102891128,4.85526665366021,5.2304032197089,0.178486229929455,0.137675905149591,-0.00809227610177136,0.172271425551788,4.68205246006625,2.96286251809752,3.55075863570835,4.03041427435169
"CAMS-CSM1-0",NA,NA,2061,-0.113433593570843,-0.219543315637601,-0.284551436184269,-0.356569606886406,-0.551432597085741,-0.835288434259831,-1.04695329578779,-0.827289206900101,-0.513990019732946,-0.287657578179741,-0.165467800402649,-0.109395374355149,3.0539243637534,2.39849298048847,2.26831708126937,2.10372007602404,1.81274618124141,1.74935201787475,1.76389466540174,1.7418532788109,1.78802754551081,2.33738378364132,2.55561552860773,3.00619464789045,0.0987187309089319,0.0578836508004631,-0.00237135411908947,0.0874909996316571,2.81953733145661,2.06159444451959,1.7516999875947,2.22700895341178
"CanESM5",NA,NA,2061,0.0298048506283265,-0.0455260299137934,-0.0409483834829084,-0.040333671197256,-0.0109007438643172,-0.131166202146227,-0.121544057932017,-0.192461034202512,-0.171380756872324,-0.00451385518516288,0.107143115630567,0.0807472405609723,7.95353863037817,7.14434712160715,5.92456787970628,5.00669023993155,4.59883062284973,5.02257485036132,5.17975182783992,5.51779635747419,5.96509855563253,6.90935401803088,7.55290144806451,8.07509731030646,0.307551454626732,0.30286036948738,0.183774351942543,0.301012303891813,7.72432768208429,5.17669624658642,5.24004101283465,6.80911801073997
"CanESM5-CanOE",NA,NA,2061,0.0310441731816675,-0.120502623665855,-0.074604009056269,-0.074962707723344,0.00815898621262237,-0.090392738939812,-0.10637408637191,-0.234741669000513,-0.190453528583347,-0.0904667791584568,0.0736849596015532,0.104166442176439,7.74638929571964,6.92108209658608,5.77531306209131,4.87545295089933,4.58360956379531,4.98308848923095,5.1505215209851,5.51282460371208,5.98972236997046,6.97654880451276,7.57731831737619,8.01984606421559,0.307092193783713,0.290751721981247,0.2033234046364,0.262410409514261,7.56243915417192,5.07812519397441,5.21547819850679,6.84786315591226
"CESM2",NA,NA,2061,-0.0822524086075974,-0.094719418961811,-0.0981074108084704,-0.131752424205321,-0.114797591005762,-0.217297305988718,-0.223895979890357,-0.220615365261445,-0.0955583553028108,-0.0628695773062784,0.00517665898504007,0.057393789933353,5.3179588968261,4.57227014657501,4.11674336821737,3.8746459265946,3.55782944365827,3.7622725544069,4.6048013259345,4.34856034236023,3.93508331487342,4.0803673817205,4.671568231683,5.38718886297262,0.204266313871378,0.158111007855029,0.0667708225455429,0.221327000622311,5.09247263313358,3.84973957626455,4.23854473996097,4.22900631080279
"CESM2-WACCM",NA,NA,2061,-0.0248017364330591,-0.0833920178198974,-0.0521283850498092,-0.0655208477514917,-0.0969863311677727,-0.222490205890576,-0.238920838385978,-0.278862801670373,-0.146884823126574,-0.145352206902877,0.0232397801815217,-0.00222552337673347,5.73052946529494,5.43430717154375,5.00743246970699,4.14144492543299,3.74205823073124,3.91256423554488,4.66351849459352,4.41865456861593,4.00000529816414,4.18555494521442,4.9633764283509,5.54509746866568,0.219932626372678,0.175592438130262,0.0385409859831144,0.195631269743502,5.56997803546149,4.29697854280031,4.33157910100303,4.3829788889336
"CNRM-CM6-1",NA,NA,2061,-0.0722599119976648,-0.143553763467953,-0.1292678229308,-0.280758116680067,-0.340363062134698,-0.499097544027067,-0.615377228888623,-0.554641978530196,-0.336258951693158,-0.250811479850639,-0.122036624479593,-0.0286869978601696,5.43790981334775,4.79072116864583,3.93015039135928,3.29607724375658,3.39156630461047,3.53661138390286,3.77836107810381,4.00536514774489,4.05583860817053,4.07093532635927,4.86742915687504,5.68093689415479,0.205139940745313,0.125753065591856,-0.0183856887343507,0.146114581043793,5.30318929234983,3.5392646481978,3.77344586756273,4.33140103152336
