"Group.1","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1901",-22.4879165144317,-21.8564446101408,-16.8282191146407,-7.20926328122034,2.56418843118663,9.31979411127622,14.2160473976272,12.5575218380204,4.91557512188577,-1.88682834952123,-11.4903363092432,-17.993773663201,-31.8390653014519,-31.5211640507796,-27.4885458766797,-17.3384348678062,-6.55935555476185,0.91818581974359,5.31858704231333,4.26944953077379,-1.8478580724204,-8.75152689750067,-19.1697497254593,-26.4996044171496,23.2158610908679,18.3509346823728,22.2421625541263,24.507445320494,29.9833441698226,47.3772443979209,59.759216039155,57.0238719799531,56.9996179412261,42.1266028586549,33.1850146782397,25.23784985717,-27.1387982256325,-26.6640089251248,-22.1326995707859,-12.2572097212719,-1.99114075442781,5.10755146080148,9.74587527586993,8.39298015953062,1.52561877033074,-5.30699495849454,-15.3055446490169,-22.2219272801479,-20.7793782625912,-7.15776465489147,12.0311211156413,-2.82052984562622,-29.953277923127,-17.1287787664159,3.50207413094357,-9.92304489846013,66.8046456304107,76.732952044443,164.160332417029,132.311235478121,-25.3415781436351,-12.1270166821619,7.74880229873401,-6.3623069457269
"1902",-21.1860778834163,-20.7748586158089,-15.893661283343,-7.82155690562709,1.26427443422452,7.98973260093866,13.8263424706649,12.1676246317832,5.52316124462663,-2.45190330225228,-11.6896692279333,-20.2808669562174,-30.5411352761377,-30.4958835347912,-26.2697465787602,-18.0029020830919,-7.33510312831983,-0.276835410480769,4.75908865955477,3.8000041203254,-1.53689010023435,-9.34677919580405,-19.3870772680693,-28.887133346676,21.939689972189,19.1556099579613,23.2430898223253,23.4525529462275,32.7363505768854,47.7218609344461,58.3101303394886,58.1523407321964,53.4129061845615,41.0545340702533,33.0052670291356,25.3328554677865,-25.8389732642546,-25.611025728825,-21.0575521360112,-12.8951702047484,-3.02648513999865,3.84780471087525,9.27249264032847,7.96397943316537,1.9858351104456,-5.88648645540072,-15.5138705697748,-24.5591277872069,-19.9849033874754,-7.48364791824851,11.3278999011289,-2.87280376185298,-29.1788744093595,-17.2025839300573,2.76075245646647,-10.0902488547026,66.3331497873203,79.4319933454382,164.184332006131,127.47270728395,-24.5573087577425,-12.3264024935861,7.02809226145637,-6.47150730490998
"1903",-21.8275303981939,-22.1054740324406,-17.7990847314162,-8.08855674117933,1.01886421272019,9.22568124467779,13.5455381565623,11.1428608268854,4.93860803978861,-1.8314075129451,-11.9582944929894,-18.577509163128,-31.0799400754841,-32.0903519238376,-28.4433743431113,-18.2545426403254,-7.93982595282932,0.659671657245952,4.60575564622775,3.12459528671296,-1.82068825113742,-8.80659390419194,-19.6011582118435,-27.3019716270892,21.8564747784719,17.9676760294544,22.9313264456978,24.8169117691708,33.4612598325121,41.2185743714006,61.1116139058946,59.6544649658096,55.0633853784241,41.8776249455532,33.4442554159644,25.47723775013,-26.4282593202277,-27.0735031385413,-23.0958549195825,-13.1532671213063,-3.45125170438664,4.93241348455052,9.05488104018889,7.11462988070565,1.55237934432974,-5.30642162432378,-15.7548945145165,-22.915145578187,-21.4046237956173,-8.28959241995845,11.3046934093752,-2.95036465538197,-30.6858084486659,-18.2125809787553,2.79667419672889,-10.0761467890576,65.1570062757128,81.2094980473807,161.984653243105,130.385265739942,-26.0202967486586,-13.2334579150918,7.03397480181502,-6.5029789315035
"1904",-23.0674154861626,-25.4551229849247,-18.920360340785,-8.26768010049144,1.82912749926072,9.30630316717335,14.2157279130138,11.8056073979756,4.85715291683776,-2.52352489802442,-9.77487742305739,-19.2507742094971,-32.3417982637938,-35.5152487427361,-29.549951738607,-18.2600358726837,-7.13303239510392,0.655408210453366,5.06987308708426,3.61154653118426,-1.88173543430262,-9.16884123024195,-17.5381148989651,-27.8005496950948,22.2406409533162,18.5425593835919,24.3451115252435,23.9286964373823,32.1895721515281,43.9911667786612,59.0833962981608,58.6811117075485,53.7541544086892,40.7450710778619,32.2261237035973,25.0797705593217,-27.6798512318845,-30.4609581843257,-24.2099333944348,-13.2456672482349,-2.64429429998562,4.97036537490496,9.62044445985993,7.68857801884482,1.4808657828463,-5.83388739475235,-13.6339815599548,-23.5011453458081,-22.3666825447385,-8.45297098067191,11.7758794927209,-2.48041646808135,-31.719672877873,-18.3143400021315,3.11227594290729,-9.52956385450324,66.2604380870381,80.4633801141539,161.755674784371,126.725349190148,-27.0186516647991,-13.3666316475518,7.4264626178699,-5.99566772395361
"1905",-23.7058626975188,-22.4725329252424,-15.4422112246634,-7.28524909904477,1.09296236426402,8.60946286742584,14.2398228737633,12.5216288460801,5.89743515610654,-3.28821075340752,-10.6135607012421,-17.8597696686509,-33.1300463770654,-32.5670040100112,-26.0807534448403,-17.4649572588875,-7.80054949185687,0.0436068832552759,5.11193966579835,4.28566618588896,-0.982377769469099,-10.0045254286466,-18.3422809999615,-26.6207216828921,22.4378860187452,18.7252979544269,21.9437442666087,24.3991736783954,32.6116233622317,44.8351712247025,58.0392305941691,57.4459180276458,53.5970603343521,42.0122943495629,32.6047199979641,24.9335140065951,-28.3935841015792,-27.4950685456241,-20.7373187403464,-12.3577417520775,-3.34414770709833,4.31667459443446,9.65381515342462,8.38290375137486,2.45123498931046,-6.63293248796765,-14.4543355760267,-22.2158758510202,-21.8097232774194,-7.2114993198147,11.7903048624231,-2.66811209951435,-31.1658666940571,-17.1154200651949,3.14707091164753,-9.7763947326924,66.2429545324938,78.9545413072358,160.320319846517,128.214074681879,-26.4632659976704,-12.1464027331741,7.45113116641131,-6.21201102489463
"1906",-21.0601973174769,-21.6146306417399,-17.6313912039193,-6.73411174646002,0.772591285283352,9.56422116123795,14.6546633426776,12.6952328005686,6.50383432454134,-2.1365754526476,-11.6008225153599,-20.0786860904263,-30.4238863942316,-31.8013226099992,-28.5311123272886,-17.0053717684508,-8.0021807189973,0.927156228989605,5.57517532915965,4.34465207446319,-0.648231257089201,-9.01374755422335,-19.0122818725914,-28.9236535321735,22.745187657436,18.8614939842609,21.0401708113162,23.6387640149899,32.1429550162835,45.9208966622951,56.5776290546398,58.8311934643589,53.7221493149879,41.8364943818567,36.0860019288975,25.4532467360338,-25.7173346066856,-26.6836269227043,-23.0562182607678,-11.8525628751581,-3.60479997504333,5.23478586566288,10.0917853348243,8.49946443569815,2.92032743400043,-5.56245102208065,-15.2819023753883,-24.4760349117577,-20.1781992092892,-7.86430388836533,12.3047057681614,-2.41118788115539,-29.615310229041,-17.8462216049122,3.61566121087082,-9.55808689463466,66.540195648292,76.8218898425896,161.329719181294,131.644645625742,-24.8722791268034,-12.8378603703231,7.94201187872844,-5.97467532115619
"1907",-25.6663534917141,-22.3957238852249,-17.4717490631572,-10.1400788210447,-0.197064357132367,9.06152787321157,13.8675203779686,11.2962767513226,4.94624767566966,-2.23685168854056,-10.6058137794126,-17.5391786542571,-35.2085614208893,-32.6855757651414,-28.3768613381085,-20.3060564449791,-8.83715690311149,0.403971174229173,4.76311510627645,3.25082321547547,-1.94935354995926,-9.26027949618746,-18.4902582510619,-26.2408826896187,22.2906331444302,19.0410312539874,22.1541929737174,24.1141670724493,30.4398955494767,43.9285385401499,61.0448443189704,64.5130605025715,54.5639166919319,41.3719983459247,32.2810092693332,25.7657649846299,-30.4127537600857,-27.5158736402991,-22.8990889645251,-15.2014501988047,-4.50525891649171,4.72358166633493,9.29375537224456,7.25446594124073,1.49186921171266,-5.73565896752953,-14.5238343462951,-21.8659103109606,-22.7135878224551,-9.26963074711142,11.4084416675009,-2.6321392640945,-32.2725969060681,-19.173358228733,2.8059698319937,-9.8999637657362,66.7849111344513,76.7082555956435,169.486443361692,128.21692430719,-27.4682207707142,-14.2019326932738,7.0906009932734,-6.25587470070398
"1908",-20.7683390653705,-21.9373919317886,-17.934737307108,-7.87302517572305,1.62482353149688,9.36724953080864,15.0724487208103,11.9067897112271,6.50273806790678,-2.57935095213722,-10.6577534253165,-19.1270775454065,-30.3661850200772,-31.6477307290932,-28.8824773552501,-18.1172465139813,-7.29802305132809,0.824794910667659,5.70579684953623,3.74686175919298,-0.581273571256376,-9.30944126428642,-18.1472319551829,-27.6987755130398,22.0692163460576,19.4720122929244,21.6420063526208,24.5309793754271,29.6908267504064,47.2298927338485,55.5432249884921,59.5233417397208,51.3961373506549,40.5221356371301,33.2862144292605,25.2135119416894,-25.5425458694559,-26.7682727520351,-23.3832306902249,-12.9755252549707,-2.82763027074341,5.08520685195676,10.3654720699502,7.80763901126578,2.95193148577482,-5.93259328025231,-14.378035324369,-23.3881022147379,-20.0816365504721,-8.06097965044473,12.1154959876154,-2.24478876984898,-29.418266146263,-18.0992489735198,3.42581783979896,-9.34598226357521,67.3069936236119,75.8638124784543,162.296459462061,125.204487417045,-24.7255763108172,-13.0621287386463,7.75277264439092,-5.78623237294882
"1909",-23.8044572286974,-22.6386460019863,-16.4900317344594,-9.52811234600057,1.05204824419685,9.76373256566239,14.1794194297555,12.629956013028,6.46230716304919,-2.73123618869614,-11.3782605680069,-19.4446345186413,-33.080099444959,-32.6731923821953,-26.8425649481905,-19.6353564984599,-7.71102709327154,1.05414179735817,5.20759571972465,4.34335850624114,-0.751605345822016,-9.29662244591375,-19.1327753601944,-27.7652998822877,22.6601374098369,19.1753463245379,21.3594428674891,24.9848353576078,30.3774774290688,43.1263073414578,60.2309774841821,57.4098384081337,54.0403548124364,42.5407820705407,33.8868585377582,28.8247723486458,-28.4176120820857,-27.6319701826359,-21.6406224375049,-14.5621104943036,-3.3194730043277,5.39778829463197,9.67205672084441,8.46671061720452,2.84629019826273,-6.00125437923764,-15.2316479811538,-23.5800386962191,-21.8567269253634,-8.32203194542103,12.1910360028153,-2.54906319788462,-31.150689113398,-18.0629828466407,3.53503200777465,-9.7270010506434,67.0489956760642,76.7217556541657,160.767123233774,130.467995420735,-26.4792281598198,-13.1740686453787,7.84551854422696,-6.12887072070956
"1910",-21.4615489936391,-23.2538728550259,-14.3171612409654,-6.30354754520345,1.22753721732131,9.91882135490348,14.6046532209076,11.6995878964041,5.16529470862911,-1.89153482814176,-11.7478241305956,-18.9130918020812,-30.6427069755511,-33.4690082088912,-25.0086656493728,-16.4637705874634,-7.73856583515523,1.22013892120505,5.46260633763878,3.27006635646733,-1.76975753937142,-8.80384992755536,-19.0136327383547,-27.5965263455517,22.6787336477691,18.6356555134978,24.3852635050895,25.6910306541516,32.5352901095457,43.7484884244167,57.2728014326028,59.1721722305857,53.5510906071213,42.0388135959868,35.2655188824549,25.7748712869024,-26.0285674117134,-28.3370775579845,-19.6412569027909,-11.3668220579562,-3.24460762985614,5.55786722412605,10.0110719625821,7.46683922143617,1.6905503925902,-5.3353977313288,-15.3562342068995,-23.2299581536233,-21.3866854557687,-6.46439052294918,12.074354157405,-2.82468808336942,-30.62567168891,-16.4036673573305,3.31760387177039,-9.8624134017605,70.1391615099127,82.6115842687868,160.193462087605,130.855423085563,-25.9818945553057,-11.4175621968678,7.67859280271479,-6.33369384854604
