"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,93.5,55.1,90.6,77.2,NA,112.4,44.3,77.2,108.8,157.4,85.1,109.9,86.4,157.4
"historical",1851,111.4,92.5,116.4,90.7,84.2,110,118.9,70.2,115.8,109.7,69.2,86.7,113.5,118.9
"historical",1852,111.5,90,114.9,62.3,89.7,94.4,96.2,98.4,121.4,110.5,84.4,91.2,80.3,121.4
"historical",1853,111.5,55.3,109.2,83.5,94.9,101.4,111.9,87.8,104.1,123.6,64.2,88.7,80.3,123.6
"historical",1854,92.5,70,92.3,78.2,89.8,79.7,89.8,80.2,88.4,119.8,115.9,124,94.8,124
"historical",1855,123.6,79.5,88.5,57.4,106.9,110.8,115.1,76.4,98.5,115,117.9,108.5,101.2,123.6
"historical",1856,107,68.1,79.6,102.4,106.7,96.1,72.7,81,93.2,108.5,63.9,75.3,90.5,108.5
"historical",1857,91.1,95.2,78.9,73.5,116.2,118.3,84.7,85.3,95.5,90.6,83.8,82.5,119,119
"historical",1858,125.1,70.1,69.8,86.8,106.9,90.9,78.6,101.4,94.7,108.2,140.9,74.7,111.9,140.9
"historical",1859,121.2,96.4,95.3,61.9,114.8,106.1,79.9,102.2,109.5,124.5,73.9,108.1,122.4,124.5
"historical",1860,113.8,77.3,85,71.6,81.6,100.2,75.5,94.2,109.6,106.4,85,64.2,101,113.8
"historical",1861,122,54.5,81,46.6,118.9,54.2,73.9,87.7,95,127.6,111.5,70.9,117.7,127.6
"historical",1862,97.9,50.7,76.6,67.9,116.8,79.5,90.6,57.9,81.2,107.6,114.1,106.7,112.7,116.8
"historical",1863,100.7,101.4,105.4,71.7,98.7,78.9,93.8,85,135.9,105.5,102.5,111.2,90.4,135.9
"historical",1864,101.9,50.6,76.9,104,93.2,68.2,72.8,54.5,119.1,99.2,94.9,112,109.3,119.1
"historical",1865,108.3,71.6,85.7,57.6,104.6,85.6,100.3,63.4,95.8,118.3,87.6,91.7,101.5,118.3
"historical",1866,101.7,74.9,94.5,98.8,102.4,76.6,75.7,82.1,100.4,101.3,81.2,99.7,91.7,102.4
"historical",1867,104.1,67.4,89.6,68.9,124.9,92.1,86.3,72.9,94.5,130,92.9,82.4,108.3,130
"historical",1868,115.6,61.5,101.9,67.9,82.8,57.4,78.6,73.5,106.7,146.4,68.7,87.6,109.7,146.4
"historical",1869,98.3,57.4,74.2,66.9,93.4,87.6,90.2,102.4,100.9,122.5,119.4,90.2,112.2,122.5
"historical",1870,112.9,37.2,68.6,42.4,101.8,68.7,87,80.4,90.2,114.1,96.9,94.9,93.6,114.1
"historical",1871,123.8,108,110.3,61.3,101.2,93,86.4,85,116.7,121.5,90.8,92.9,113.4,123.8
"historical",1872,116.6,49.4,109.5,52.5,93.3,59,68.6,74.7,110.2,113.7,61.6,99.8,112.4,116.6
"historical",1873,143.5,64.5,98.6,61.7,113.9,82.6,97,77.6,109.7,126.4,84.6,92.1,108.8,143.5
"historical",1874,162.2,80.2,79.5,66.4,92.3,110,81.8,62.8,100.3,132.1,82.9,67.7,105,162.2
