"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,118.8,67.3,89.6,78.9,NA,90.6,68.3,88.5,96.9,86,87.1,99,90.1,118.8
"historical",1851,111.6,70.9,89.8,80.2,82.6,94.9,63.1,91.1,95.9,86,83.8,98.6,93.2,111.6
"historical",1852,111.7,72.1,91.3,74.6,84.1,94.1,62.5,89.4,93.4,92.8,87.2,98.4,99.4,111.7
"historical",1853,112.8,66.5,85.2,76.2,76.5,99,69.5,81.7,99.3,85.3,91.8,102.1,90,112.8
"historical",1854,115.8,65.5,89.7,75.1,78.7,97.2,63.7,83,97.4,93.3,83,97.9,92.7,115.8
"historical",1855,116.1,78.9,90.4,83,78.7,100.8,65.6,88.4,91.8,85.4,87.5,97.7,87.5,116.1
"historical",1856,115.3,70.8,88,76.4,76.2,94.4,66.5,90.3,97.7,88.7,86.4,99.1,93.8,115.3
"historical",1857,111.1,68.9,84.6,79.7,81.2,97.5,71.2,90.4,95.2,91.7,83.3,97.8,94.4,111.1
"historical",1858,119.5,77.8,90.8,83.3,81.2,95.1,66.5,83.9,99.9,99.7,88,97.8,95.7,119.5
"historical",1859,115.4,78.4,89.4,75.8,81.2,102.9,69.9,91.3,96.8,90.3,84.4,97.4,97.7,115.4
"historical",1860,113.2,71.1,91,79.5,78.6,98,64.4,84.3,97.3,88.6,87.7,99.5,92.6,113.2
"historical",1861,116.3,70.3,86.6,81.7,84.3,96.8,67.6,85.3,96.5,91.1,82.4,97.5,98.2,116.3
"historical",1862,113.9,67.6,88.6,81.2,82,99.3,68.9,92.9,98.6,90.5,87.7,93.2,95.4,113.9
"historical",1863,112.7,65.9,95.7,79.4,79.4,97.8,60.5,85.9,96.6,91.5,86.4,96.8,89.7,112.7
"historical",1864,116,78.1,89.9,76.2,80.9,98.8,68.4,84.9,101,92.2,84.9,89.9,88.4,116
"historical",1865,102.7,67.5,93.5,79.3,77.8,97.2,65.4,88,100,89.3,87.5,94.3,92.2,102.7
"historical",1866,123.2,71.2,88.3,78.3,80.9,100.2,70.6,86.1,96.2,90.2,83,96.4,95.1,123.2
"historical",1867,109.9,72.4,88.1,78.2,76.8,97.3,64.5,86.6,100.2,89.7,84,95.6,97.4,109.9
"historical",1868,112.9,72,88.7,78.5,79.3,94.3,69.1,88.7,95.8,93.8,89.4,102.1,94.3,112.9
"historical",1869,112.7,80.1,86.5,76,81.2,90.6,63.5,86.9,103,94.5,88.1,99.9,91,112.7
"historical",1870,109.2,66.8,91,77.5,81.8,94.4,65.7,94.6,98.9,99.1,82.8,97.1,97,109.2
"historical",1871,111.2,73.5,84.9,80.1,75.3,95.4,67.7,84.7,98.4,92.1,89.8,95.3,93,111.2
"historical",1872,113.1,74.7,84.6,85.4,80,96.1,65.9,89.7,98.2,91.3,85.8,97.5,91.5,113.1
"historical",1873,107.9,71.8,85.5,78.8,83.4,94.6,66,90.5,98.5,84.5,81.4,98.1,95.7,107.9
"historical",1874,117.9,72.8,88.3,79.5,82.6,96.3,62.2,88.8,97.6,92.4,87.5,92.9,99.6,117.9
"historical",1875,104.5,72.9,89.3,81.4,78.9,99.2,64.1,87.5,96.3,87.1,87.6,95.7,95.4,104.5
"historical",1876,117.5,71.5,83.2,75.8,81.1,93.1,66.3,89.3,94.2,91.3,89.6,99.4,87.5,117.5
"historical",1877,115.4,68.9,88.2,77.8,79.7,97,61.1,85.2,94.1,90,83.4,96.5,91.8,115.4
"historical",1878,114.2,70.3,88.3,74,85.5,98.7,66.1,89.2,97.2,89.2,82.7,94.8,91.3,114.2
"historical",1879,112.9,73.6,87.9,78.3,83.4,96.1,66.9,96.9,96.1,87.5,84.2,97,92,112.9
"historical",1880,114.3,73.6,85.8,77.8,83.4,96.9,64.7,87.6,90.8,93,87.8,95.9,92.3,114.3
"historical",1881,115.3,73.7,87.9,76.3,80.1,96.3,72.2,85.8,101.5,93,84.1,95.6,95.2,115.3
"historical",1882,114.6,73.4,89.5,77.3,87.7,95.6,68.3,90.7,100.2,88.8,83.3,97.6,92.3,114.6
"historical",1883,111.9,73.9,88.2,80.8,81,94.3,63.1,89.6,104.2,90.5,87.2,97.2,93.4,111.9
"historical",1884,101.4,67.3,84.6,73.5,79.7,96.8,60,80.2,89.2,90.7,85.6,90.6,89.5,101.4
"historical",1885,109,73,84.2,78.2,78.5,94.4,66.6,89.5,97.9,86.6,85.7,98,93.6,109
"historical",1886,116,68.4,87.2,77.9,78.7,96.6,64.8,87.7,93.6,87,87.3,95.3,93.5,116
"historical",1887,117.1,66.9,88.7,83.8,76.3,97.9,70.9,88.3,97,90.9,85.2,91.3,97.1,117.1
"historical",1888,111.7,69.5,85,78.9,81.1,92.2,65.4,85.5,95.5,90.8,84.8,92.7,97.6,111.7
"historical",1889,109.6,71.3,87.1,78.2,77,92.7,64.8,88.6,93.1,89.8,87.1,95.8,92.6,109.6
"historical",1890,112.1,78.5,84,76.8,83.7,97.5,72.4,84.4,100.4,89.5,88.6,95.7,92.8,112.1
"historical",1891,110.3,60.4,85.8,82,80,97.4,68.9,88.7,98,92.9,85.4,91,89.2,110.3
"historical",1892,108.6,70.3,95.4,79.7,82.9,95.9,68.8,89.7,98,88.3,82.3,99.5,88.2,108.6
"historical",1893,111.4,71.3,91.3,79.6,83.7,98.5,66.7,88.5,98.3,89.3,80.8,92.3,91.2,111.4
"historical",1894,112.8,66.8,86.1,73.3,81.8,105.8,64.7,81.7,99,90.5,85.1,94.3,88,112.8
"historical",1895,105.1,72.7,91.8,83.9,82.4,93.9,62.3,86.8,94.9,88.5,84.2,92.7,90.8,105.1
"historical",1896,106.3,77.8,100,86.1,82.4,97.3,63.7,87.9,96,88.6,85.3,101.9,100.1,106.3
"historical",1897,112.8,69,92.3,77.6,82.9,102.8,65.6,85.5,95.5,98,84.7,97.9,93.7,112.8
"historical",1898,103.9,72.1,84,76.1,80.8,93,68.2,86.2,93.2,95.4,81.1,97,97.1,103.9
"historical",1899,115.5,68.2,86.9,81.3,78.1,95.6,70.4,94,96.2,91.1,85.6,96.8,91.1,115.5
"historical",1900,109.1,71.8,86,82.4,81.5,96,66.2,82.4,95.4,86,85.3,93.1,94,109.1
"historical",1901,118,75.1,92.1,80.2,79,91.6,65.9,96.8,95.7,87,86.3,95.4,91,118
"historical",1902,108.3,65.1,87.5,81.7,81.7,98.1,76.8,88.3,96.4,95.3,84.6,95.3,87.9,108.3
"historical",1903,111.2,69.2,82,77.3,80.7,103,64.4,88.6,94.7,81.9,85.2,94.5,87.2,111.2
"historical",1904,114.3,65.9,89.2,82.2,78,92.2,70.7,89.5,93,87.2,84.5,94.9,88.5,114.3
"historical",1905,109.1,67.4,91.4,76,74.6,95.1,65.9,95.3,100.1,84.6,82.8,98.1,91.1,109.1
"historical",1906,106.6,68.6,87.9,77.5,77.7,93.8,62.1,91.1,94,82.2,85.3,93.5,94.4,106.6
"historical",1907,110,71.8,88.1,79,84.3,88.5,64.4,90.4,100.9,89.5,81.6,92.5,90.1,110
"historical",1908,106.5,64.1,89.4,78.2,83.2,93.2,67.2,87.3,94.7,93.6,88.6,94.9,93.5,106.5
"historical",1909,113.6,68.8,83.6,81.6,77.7,101.7,61.4,92.6,104.1,89.4,89.4,94.2,92.4,113.6
"historical",1910,105.1,67.2,88.2,77.9,76.6,99.5,63.7,86.1,94.7,90.4,80.5,97.8,92.8,105.1
"historical",1911,113.2,77.2,82.2,79.4,79,91.8,66.3,88.8,97.4,94.2,83.4,95.8,92.7,113.2
"historical",1912,109.4,70.9,92.1,80.1,76.2,97.2,65.9,90.9,96.3,87.5,85.6,90.5,97.7,109.4
"historical",1913,110.3,72.4,89.7,77.4,75,95.8,66.9,84.5,98.1,88.8,79.8,89.9,89.1,110.3
"historical",1914,116.3,77.3,92.3,76.3,81.1,91.9,63.7,93.9,99.6,85.8,85.5,90.7,96.1,116.3
"historical",1915,112.4,68.6,88.4,79.6,80.5,92.9,64.8,89.2,97.8,89.1,81.2,98,90.2,112.4
