"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2",NA,NA,NA,-0.0767070216263893,0.0760374750436986,0.0259288600407341,-0.0960894110477299,-0.486710578677232,-1.00880138382045,-0.947683412859745,-0.735036611441557,-0.590590017400613,-0.706139490384279,-0.208638350451817,-0.0518942549801373,3.33730690559152,3.28294271277593,2.91997045102511,3.09765120187573,3.71593924635888,4.76506330032967,5.64161438254807,5.83176893504469,5.76249560877534,5.03487648280359,3.52622354332246,3.32218020492393,0.207333661346608,0.126634939743017,-0.000783846440224369,0.0803443368373625,3.314143272129,3.24452029699337,5.41281554060469,4.77453187075982
"ACCESS-ESM1-5",NA,NA,NA,-0.137100292004912,-0.113260390222585,-0.0310217974841235,-0.217474870696145,-0.522570942262609,-0.6819664555185,-0.33911952521856,-0.321307041125407,-0.363297720324912,-0.566530748467693,-0.251566930453996,-0.172194119533394,2.91602171181787,2.90026759537108,2.65721329920444,3.16109059263764,3.99818453288569,4.45504459201152,4.35212703577342,4.4157745928375,4.82543195559614,4.71766627649689,3.19856451678331,2.9013262900431,0.0981219020491109,0.0625085648400366,0.0546884714238866,0.0594822377922117,2.90587186718823,3.2721628092113,4.40764874543126,4.24722092644401
"AWI-CM-1-1-MR",NA,NA,NA,-0.0879407594703589,-0.47723024057882,-0.27958264392394,-0.62689042832442,-1.3226992738984,-2.68271669601718,-3.87484494659286,-3.98697396398898,-1.98351763470314,-1.02555912124997,-0.512876912489555,0.0713540432399723,3.35134996240908,2.66368916066079,2.89857821023834,2.38862270371761,2.79369558264561,3.49028279847296,4.53388816046805,4.62068864431218,4.28570842097194,3.4487229990834,3.11131084825577,2.76429222528242,0.164506142298181,-0.106203157337837,-0.794783358021534,0.0205753166317996,2.92644378163683,2.69363217403001,4.21495319471862,3.61524742742332
"BCC-CSM2-MR",NA,NA,NA,-0.0176144627763875,-0.00335884635432475,-0.000526780048257936,-0.205425399333816,-0.644958649289139,-1.327249111342,-1.78777358459448,-1.1345054155746,-0.823937958059739,-0.464029273705101,-0.149585427116374,-0.0609309296008521,3.73860822014331,2.74011908360972,3.09249288104714,2.51375541843689,3.11488826587261,3.20266372969155,4.2176991777345,3.95701770630571,3.16616259585345,3.79964253503243,3.29133659351549,3.51234520655535,0.179589297205971,0.00713765569808444,-0.212237307409852,0.00949608399513674,3.33035750013944,2.90704552142606,3.79246021022419,3.41904724398151
"CAMS-CSM1-0",NA,NA,NA,0.003024913827851,-0.110224621360378,-0.243244550859333,-0.541573203776452,-1.96492830178742,-4.12561907850787,-5.2659993660858,-4.89136163852215,-2.89400404270181,-1.05396278946943,-0.321740021147667,-0.128755618731555,2.26021429187209,1.4633497677537,1.34198800105292,1.74456095598778,1.96775898155018,2.26815886004053,2.27802425193827,2.320909280238,2.73585195980417,2.04642068602958,1.44523653043361,1.71434967927264,0.113338693013513,-0.148919240380533,-0.0403592066569404,-0.0369989595129085,1.81263791259,1.68476931325172,2.28903079910748,2.07583639206573
"CanESM5",NA,NA,NA,-0.236335124051227,-0.206105960788769,-0.0678412897134168,-0.125009603357943,-0.501102702761043,-1.15126669222578,-0.90212863709445,-0.838977443717324,-1.24827990953868,-0.557761978293908,-0.35493222270463,-0.309756013243823,4.54878707518516,4.78491600766346,4.52268405666797,4.80916108344372,4.83009461283743,4.88787362741862,5.60018349596535,5.86590207841707,6.01351381180648,5.72777705464976,4.82759562655818,4.68416911924666,0.140979809444086,0.179507828191878,0.021679356874102,0.0779022253222392,4.67262406697297,4.72064659020182,5.45131973427703,5.52296215601023
"CanESM5-CanOE",NA,NA,NA,-0.343259846279677,-0.336206140540534,0.00888478502492732,-0.166624900097383,-0.392094193003842,-0.91769682319849,-0.830545778060558,-1.01998879311761,-1.35163749035065,-0.763823281488581,-0.302752877202869,-0.356026708045622,4.73519233280268,5.08680064617248,4.44500978944428,4.45972022600966,4.73217981482877,4.63240577342822,5.49659245921119,6.01232715891763,6.21308138953497,6.20511599210523,4.89643222339395,4.16515674361582,0.074900947156075,0.223367567653713,0.118664217215102,0.0167237779324616,4.6623832381948,4.54563661170734,5.3804417874031,5.77154320059212
"CESM2",NA,NA,NA,-0.117803680940142,0.0638399113181876,-0.00683412511067948,-0.168493545766109,-0.269072125487224,-0.268911644477039,-0.396769444458319,-0.149186972276387,-0.447726496014299,-0.286115609649211,-0.270474970899231,0.0255275467354884,4.13405113584679,4.46150430149047,3.41970450405555,3.05814973269294,2.75795585394699,3.17970696317529,4.03397546852388,4.03235204314648,3.73540381575882,3.55752562287816,3.48168231375731,3.52198323928538,0.216715624811944,0.123830965393465,0.325435404986376,0.187811926962232,4.03917955679934,3.07860336182359,3.74867815188013,3.59153725417282
"CESM2-WACCM",NA,NA,NA,-0.108654832952434,-0.127919313795338,0.0601533929839044,-0.113175131954213,-0.245835723875338,-0.305749433850282,-0.301064416549528,-0.336717520577469,-0.684291353078419,-0.641521351253727,-0.285612555058132,-0.0545390465668216,4.49751091335255,4.3744615658491,4.06524241595257,3.38872503095207,3.1294806597955,3.46196823664896,3.96264860903258,4.00527214904921,4.09495928024678,3.83811164002634,3.3268583666795,3.85731078680848,0.16490295698608,0.184315448308345,0.292978947469478,0.0294068046115744,4.24309442381283,3.52781602965536,3.80996299825032,3.75330976304339
"CNRM-CM6-1",NA,NA,NA,-0.236831763853718,-0.234089377581241,-0.106969808581225,-0.247461490324389,-0.700255657345873,-1.23918162254708,-2.07832409917536,-2.20246410071091,-1.40642008182274,-0.831709215607251,-0.356823685401599,-0.240499250323074,4.20175406656997,4.50693176758487,3.49880451000881,2.7734787308191,3.18259289734444,3.72946475436113,4.41733687174884,4.5722439031895,4.46371748860038,3.69381667629222,3.10396718238935,3.48201965893927,0.0718886408389227,-0.0251582071644574,-0.382601170377984,-0.101738655688283,4.06356849975116,3.15162536987768,4.23968184094673,3.75383377776637
