"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2",NA,NA,2061,-0.00593743654342569,-0.00355923329332158,0.0364875228242419,0.0105714893402209,-0.053503765515166,-0.127529373222386,-0.0435277712612257,-0.0673165328156505,-0.108791259231752,-0.216215046502782,0.0571129735002414,0.134064895103856,4.72213428048621,4.2569189868382,3.43992900398791,3.60523921267267,4.10941920121855,4.40547470740314,5.06458070819052,5.40578441830581,5.16921036847584,4.63269293713705,4.19446751917253,4.65409538189111,0.196787345791344,0.188087732311735,0.124106571533216,0.140126146554126,4.5443828776381,3.71819580337224,4.9586132820131,4.66545694170694
"ACCESS-ESM1-5",NA,NA,2061,0.120465182723536,0.0441999529260055,0.141599759521024,-0.00309219035002088,-0.128349283086233,-0.149567485028131,-0.0709327006661899,-0.120698450351698,-0.124253576737442,-0.18433721295361,0.0745782700481982,0.141850606709112,4.20943696207333,3.5195191163452,3.31499428247679,3.75212847154486,3.89715646795361,3.74723163486934,3.92228898915836,4.45311734332467,4.24593914202346,4.25313238906134,4.0501160956795,3.96727876362221,0.224010057599394,0.162776176203346,0.0616611763768009,0.107472316409187,3.89874494742653,3.65475974010636,4.04087932823073,4.18306253722772
"AWI-CM-1-1-MR",NA,NA,2061,-0.0751911294737312,-0.101092754557122,-0.16328207387741,-0.116250483887865,0.019239197911031,-0.118768960391919,-0.194914440171251,-0.453264029038715,-0.539615031493117,-0.51599908470418,-0.367050647936507,-0.00960712132717671,3.99108327468867,3.11762878537104,3.04232316716795,3.36208594454011,2.89096635306747,3.19966453081119,3.42514597400074,4.16875649229214,4.02777686282976,4.23723485978595,3.92185770129594,3.92587325372002,0.120880044162551,0.0971397258710246,-0.0543390247721284,-0.0733193760660948,3.67819510495883,3.09845848840893,3.59785566425998,4.06228980679292
"BCC-CSM2-MR",NA,NA,2061,0.0331610358756212,0.150319062608732,0.155128779252972,0.0357800527649033,-0.218615914386542,-0.276944911474767,-0.227442518312733,-0.559067973354428,-0.107976125905775,-0.0205683194619373,-0.109920410732503,0.0542552593941664,3.8934434936321,2.84345157973193,2.96884761075051,2.93933526389456,3.09369479708597,3.52413259167709,3.93982997101429,4.10872626829224,4.13168574889113,2.89370795772053,3.15635808120799,3.54904258624034,0.238141592919735,0.147963090748127,-0.101663490169699,0.151678670088608,3.42864588187317,3.00062589695823,3.85756293750027,3.39391726424275
"CAMS-CSM1-0",NA,NA,2061,-0.0306656205477249,-0.175777534136733,-0.0697276592793017,-0.0967501723210226,-0.0835923527828713,-0.103403975972599,-0.413937343132473,-0.124453145883184,-0.147512707884557,-0.157566446225177,0.0477745899109066,-0.0708701393191506,2.46061553167125,2.06355134294102,1.97582091979551,2.07648120663887,1.91207379321175,1.95964724774885,2.4637593346697,2.00358735428353,1.66357481759613,2.11172065263573,2.48697631518155,2.27046391067219,0.0764432981247912,0.124215544861625,-0.0121518085881341,0.141659005866746,2.2648769291325,1.98812530512051,2.14233131256467,2.08742393048938
"CanESM5",NA,NA,2061,0.107735537075675,0.0514025453511867,0.164066961697683,0.125051588670598,0.0313978031290481,0.0325502094482209,-0.0299057739394146,-0.0682717546108177,-0.158418050998931,-0.31909633235884,0.0048005420131727,0.129543047404048,5.82627666233359,5.34200294421136,4.71616991200735,4.50348675435237,4.27172449965578,4.47189834341054,5.00581645768623,4.99124339588019,5.36694152724192,5.67998410432695,5.42223870068232,5.61827059416967,0.265896958037503,0.265164561215358,0.107096295357887,0.0627830332109668,5.59551673356578,4.49712704699445,4.8229860815582,5.4897214614574
"CanESM5-CanOE",NA,NA,2061,0.0718027658043823,-0.0293510078252075,0.146850189465733,0.0791254842597625,0.109622132579575,0.0164895754326017,-0.049618580582989,-0.0609621366225322,-0.107979479955209,-0.350439229651529,-0.0355496263121137,0.152751319400419,5.9150956543894,4.55424057766852,4.58679663629184,4.11330660271888,4.11558265495299,4.45810565796372,4.96157083800086,4.88059606105834,5.3650588674669,5.56025651009645,5.33999079196038,5.37557180721443,0.24500524458177,0.271792575301486,0.0992737890142771,0.062256769282261,5.28163602370174,4.2718952957713,4.7667575258896,5.42176870931174
"CESM2",NA,NA,2061,-0.0202371505153014,0.106872073449171,0.198232052915213,0.0816418952240231,0.0104736260328398,-0.0870978831336144,-0.13317652509455,-0.189732788165359,-0.141273490373923,-0.146431021778563,0.00233905913929977,0.194402380223166,4.68867545582176,5.01576708877064,4.34145071929951,4.26695644874971,4.0945406821254,3.61865895933431,3.97653397059452,3.78627042395187,3.82089727124983,3.65323141800784,3.56178367005602,4.36792683916763,0.243427181595846,0.255513876238048,0.0138965374020059,0.110334526091085,4.6907897958271,4.23431594817324,3.79382112034137,3.67863745986732
"CESM2-WACCM",NA,NA,2061,0.136916671622431,0.11248234321783,0.189027586341324,0.0886398236460975,-0.148838531097114,-0.153768042652747,-0.166426800483327,-0.213789708228575,-0.140275109206865,-0.142047618008829,0.042340428603989,0.153716438321241,5.6569477285351,5.58916517404795,5.67208443448499,4.77153512955237,4.27434270333064,3.70617548565303,3.95223001124535,4.03897402996783,3.73236638859346,3.31101199482717,3.59552338709056,4.22624889381458,0.283241638792843,0.197024282041152,-0.0265854280971621,0.119500047917085,5.15745392628548,4.90598742527244,3.89912651103123,3.54630058667999
"CNRM-CM6-1",NA,NA,2061,0.0625076381538039,-0.000459854882635814,0.111228311599083,0.0833706731565775,-0.0467302179199871,-0.1826102565593,-0.197794129069153,-0.209580378843417,-0.228559240321958,-0.28210875676509,-0.0801600322427159,0.0513999235335418,3.88241695391801,3.253481403112,2.984697166634,2.66931833876536,3.12661173598371,3.59306050728069,3.84198227804342,4.03934717744221,3.99931308745298,3.64632553068525,3.15062023956516,3.8996949694413,0.191235262911126,0.200210134725993,-0.00548633730493064,0.0631255917606303,3.67853110947082,2.92687574737315,3.82479665367591,3.5987529528578
