"Group.1","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"1901",27.3894441245032,28.6787928753212,30.6667737100945,32.0907338486343,32.4507702999428,31.132299978225,30.3461876462718,30.572313840272,29.9236889901708,29.3292875211747,28.2059452025617,27.2313221243561,14.1911045278682,14.6066445542164,16.3244865253323,17.8263837001363,19.0617903881386,19.5275062889349,19.0297175743541,18.9617365969986,19.1041991593408,18.1963272583289,15.9477118761813,14.4834555617121,44.1559426718559,34.8350382711067,26.0569863050077,31.4151476344368,84.6974312594679,218.863584534067,219.338684801195,233.058651189335,276.469452654729,157.382183729703,75.3305430764058,53.2257010675356,20.7667146979785,21.6159150014158,23.4700164013222,24.9321066629691,25.731208609753,25.3058610431484,24.6623020093949,24.7378783499608,24.4895056974692,23.7390033495231,22.0539494967851,20.8312458601154,27.7665197080602,31.7360926195572,30.6836004882562,29.1529739046357,14.4270682145989,17.7375535378691,19.1729868200959,17.749412764617,132.216682010498,142.169565198912,671.260920524597,509.182179460838,21.0712918531699,24.7111105580147,24.9020138008347,23.4274861812592
"1902",26.6448151400832,28.3734670701574,31.2870589709673,32.3594897692321,32.9825860086035,31.2215783087934,30.608178506132,30.1704064900758,30.6699916808332,29.6516404308257,29.0769396297267,27.5809138329303,13.4458179762129,14.3028075372586,16.9426307013777,18.0936562682762,19.5924194523546,19.618421753899,19.2914706175445,18.5598293366979,19.8503533308623,18.5185318833492,16.8189973870262,14.8350507783108,41.9624791587474,31.3302051286961,25.1994999251405,32.7958479951361,94.2172057198696,233.561530160122,220.570389638182,219.849002947573,261.821242973453,165.315526931012,74.0675580872864,51.2779664455867,20.0212797102381,21.3114006636573,24.0896384442439,25.2008624936714,26.2624953144886,25.395950880207,24.9233973964316,24.3359710193071,25.2356599471608,24.0612133995431,22.9247900345286,21.181663220046,27.4165347781989,32.2097115829343,30.6667211016671,29.7995239137952,14.0773603583946,18.2095688073362,19.1565739027138,18.3959608670792,126.518385354979,152.212553640146,673.980922745877,501.204327991751,20.7213087446703,25.1843320841346,24.8851064319819,24.0738877937442
"1903",27.6862050509844,29.7628361983377,30.9564218286608,31.9418958366894,32.0406406355686,31.5508920560118,30.6392323384519,30.7450260490668,30.3195271101154,28.9068337503027,27.7359009336253,26.4075613725381,14.4858621681323,15.6932093481549,16.6150304069285,17.676591249763,18.6510030265714,19.9461036041135,19.3232071087009,19.1362987522219,19.4984252413765,17.7732051669574,15.4758069241633,13.6590282223264,41.4824584212124,31.7668152728316,28.6955677197605,36.5025921737561,73.9373105529879,198.435322355052,199.84353119428,239.652947316404,223.921584557803,155.965148630689,68.4452059750796,49.7799423656075,21.0616206927378,22.701135815167,23.7600452978103,24.7831256272363,25.3210789297448,25.7244528746996,24.9544567045618,24.9120633445802,24.8845378219104,23.3160350869914,21.5832313514147,20.0069614433851,28.3433183607508,31.6463194336396,30.9783834811768,28.9874205980145,15.0047074315326,17.6475415610876,19.4685364883454,17.5824791108324,124.527240139631,139.135470446505,637.931800865736,448.331939163572,21.6481399093169,24.6214166182638,25.1969909746139,23.2612680867721
"1904",27.2922585987654,29.1053103853445,31.0637480939021,32.451006154545,32.4677155213278,31.1329404565155,30.1963187827439,30.4743937429835,29.8331545532727,29.0441558009288,28.0533059151446,27.4204959009514,14.0904374489042,15.0342590984751,16.7214645401376,18.1857015617558,19.0780779807294,19.5304415968598,18.8806598303748,18.864770879511,19.0128587191222,17.9120017446455,15.7948347935911,14.6742556818196,43.775892498945,31.9681035250303,34.5589586115274,42.8273183478684,96.9504010403743,254.998255041779,224.041639828291,202.713313462304,206.224781499122,166.337138754423,78.7146844375329,51.4846474626636,20.6675258308161,22.0425662095429,23.8663275710872,25.2922360388959,25.748153846772,25.3073076420143,24.5117664884348,24.6409071468916,24.3989712683881,23.4546777303102,21.9011563277635,21.0212398904269,27.6017101188826,31.994156589925,30.6012176607476,28.976872089782,14.2612415899019,17.9950813608743,19.0919574355819,17.573231752453,125.523938389583,174.33667799977,681.753208332374,451.276604691078,20.9056844945814,24.9689058189184,24.8199937591136,23.2516017754873
"1905",27.1565328738729,28.4347160292453,30.8097961691559,32.318621479097,32.9397910071201,31.2428667428064,30.3974284500372,30.8111101916579,30.0118017509335,29.2034942283005,28.4754699644495,27.129530242232,13.9548600936522,14.3625676238635,16.4692213281256,18.0541229560727,19.5505823815455,19.638375028235,19.0819070261033,19.2028222787576,19.1913575070803,18.0703802421445,16.2167020059023,14.3801222825881,45.0680926257256,34.1070725489942,27.2978036716947,35.7908930661248,82.2395803381185,233.607177296623,200.965044428091,211.737918759956,202.431297302994,140.565747506306,66.7469582488058,54.0690249884348,20.5319431297115,21.37183807717,23.6137072101968,25.1598513321798,26.2200005171729,25.416719331116,24.713305047301,24.9781579658633,24.5774701775097,23.6130617172992,22.3231718383852,20.7287873674612,27.6705816013565,32.0227362184577,30.8171351281672,29.2302553145612,14.3305611331118,18.0246422219146,19.3077014443653,17.8261465850424,130.659812637383,145.328277075938,646.310140484669,409.744003058106,20.9750070324361,24.9978530198499,25.0360607814268,23.5045679110647
"1906",26.7991726593893,27.9790168512063,30.1689895801857,31.8193608971893,32.5399460401691,31.1327026945646,30.5024417736491,30.4451673069938,30.2190460533392,29.0921148159465,28.3863868009849,27.1689281619963,13.5981826132438,13.9087233484768,15.8258964780901,17.5548624953286,19.1499314679474,19.5296838869814,19.1862626153915,18.8360735002111,19.3987501801037,17.9590062391563,16.1282961945065,14.4230649901218,43.4585694775871,32.9806303001299,31.1062194412483,37.9987339503208,69.6176617245694,194.535165755475,217.475934794692,227.062477080548,206.524264703886,163.319306510394,82.7310848392424,52.2188845218052,20.1751116299238,20.9173165227546,22.9714262211909,24.6605909261547,25.820155784732,25.3066981034201,24.8175176088927,24.6122151906373,24.7848626981016,23.5016878042065,22.234088694463,20.7696776820011,27.3025732509425,31.5094321725147,30.6934372584025,29.2325158900902,13.9623427481029,17.510230147122,19.184006667528,17.8286842045888,130.508224766152,138.722615116138,639.073577630715,452.574656053523,20.6070718400465,24.4840576440259,24.9121436343167,23.506879732257
"1907",28.0936491919346,28.7233860297281,31.0036187719126,32.2241567080138,32.4973044317277,31.0859096636538,29.9336250180104,30.2148205413193,29.7756412537372,29.1665043674532,28.3312894555389,27.3018997145481,14.8945035641311,14.6533786566531,16.6602289539869,17.9581747055054,19.1069896318873,19.4811212430235,18.6174461880668,18.6050492935493,18.9553454234952,18.0333958297479,16.0717154321123,14.5560366061867,41.3615158757951,53.1685704139412,23.1003779919787,30.5082130457168,88.1720814001365,174.573167746184,189.064336776733,203.33064206311,216.359210285496,164.805268569071,115.094523676106,64.1549855492643,21.4701136917364,21.6613142060452,23.806569861584,25.0653863930311,25.7770654725247,25.2594705331521,24.2487012284701,24.3811911129561,24.3414580313886,23.5760773947982,22.178991380285,20.9026491368403,27.9953211278863,31.9083599705514,30.4114517409945,29.0911450255764,14.6569824036353,17.9084644304599,18.9012055748799,17.6868188951185,146.748970811542,141.780672437832,566.968146586027,496.259002530673,21.3003685265942,24.8830072423799,24.6297876248594,23.3655089354906
"1908",27.0265637382132,28.2262012137741,31.0384179412342,33.0895764006943,33.1281190074858,31.3507768052523,30.286096682314,30.471070961874,29.7316716303591,28.5356518870494,27.7322220255117,27.501461834204,13.8259348263506,14.1561937068329,16.6950280666351,18.8235942848393,19.7369980616648,19.7459883572625,18.9692404074747,18.8627831935883,18.9105697029927,17.4025432946252,15.4726479991538,14.7555987551564,40.2341880773454,44.6717095246813,46.5819759838909,31.6924297701812,115.700078159082,206.654400966207,179.093659496698,212.004682572162,245.436112231896,177.932211719575,72.4198550947896,51.7128719498776,20.4023510354464,21.1641293627317,23.8413689058335,25.9308060270841,26.4070739355244,25.5243376747507,24.6011727598847,24.6381189080535,24.2966821506375,22.9452248088649,21.5799239463493,21.1022112525877,27.5182215555118,32.4187044498048,30.7026481498135,28.6665151809734,14.1793883797901,18.4185401377131,19.1926706527752,17.2619203322572,149.060883151291,193.974483913154,597.752743035066,495.788179046261,20.8230431783395,25.3930829561473,24.9212097808963,22.9406103019506
"1909",27.4844072764037,28.7962005099312,31.4355059373574,32.5130482345331,33.2364696127469,31.0670885414374,30.5884855457994,30.532892711827,29.5330551022389,28.8478078294973,27.9723545840529,26.8939911420228,14.2845844411459,14.7261930821372,17.0921161643794,18.2470662398416,19.845348877985,19.4645896270627,19.2723063484567,18.9223155389067,18.7119532002777,17.7155051680862,15.7127805772375,14.1474017261482,47.7055800801113,28.5619296439805,19.7287475205042,53.7727247515663,121.61694647726,226.684713488719,204.501337731471,310.980530488686,246.792235895136,171.583275313749,48.4567168752365,54.2235453714174,20.8601946244474,21.7341286315293,24.2384570113948,25.354278056348,26.5154246814915,25.2414555940472,24.903561513932,24.6984573778559,24.0980657358639,23.2581867937182,21.8200565048906,20.4947406307596,27.9273565401796,32.3950079282125,30.7294889330213,28.7844058385964,14.5887920928132,18.3948437607353,19.2197371714754,17.3800796485338,127.980381673969,195.11841874933,742.166581708877,466.832228084122,21.2321781695215,25.3693865830781,24.9478248286117,23.0587696781575
"1910",26.5073637493321,27.9316026890864,29.3289035578243,31.2127735810202,32.1031236492219,30.7270310745865,30.0388921440625,30.5140611460952,29.5978870548186,28.7109069120689,27.4278919892233,26.069028518239,13.3067348423551,13.8615952989117,14.9869972975528,16.9459857061261,18.7120028069762,19.1230489973162,18.7227130717919,18.9034838090177,18.7775912089426,17.5777983450499,15.1683179667739,13.3231653365933,52.3588931048747,37.2509078270618,42.7292517716195,26.2878490817069,103.616940951738,207.434991561487,219.065151966986,206.089953563252,251.544550172679,181.532778888452,58.6223136484623,50.3176018296508,19.8831510504738,20.8695308263185,22.1318548741888,24.0531974268741,25.38207868279,24.9013982249088,24.3539682958947,24.679625601065,24.1637037894765,23.1204798143418,21.2755938748844,19.6697780147928,27.1109858601471,30.8816002626888,30.4266614549147,28.5788953187036,13.7719106224717,16.881661936885,18.9164152927086,17.1745691735888,143.833346303354,172.634041805065,632.590097091726,491.699642709594,20.4158075025173,23.855710327951,24.6449973739561,22.8532591595676
