"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2",NA,NA,NA,-0.789087404127958,-0.757022113244336,-0.869532267600993,-1.4258188360686,-0.97597614903502,-0.548454150783645,-0.113575949153476,-0.456132061462997,0.0637458253580569,0.180435741911248,-0.220797273413843,-0.559479317505661,3.20054332345882,2.88703455904792,3.19636411715438,3.53491598883324,3.75216015101928,3.55189256543926,3.42146303490462,3.23091852802874,3.35667401772923,3.28367108856636,3.33671352536209,3.26151388538601,-0.198680396073157,-0.357044167236929,-0.0685541987108437,0.282777255749656,3.11636392006623,3.49448008390225,3.40142471192731,3.32568622235453
"ACCESS-ESM1-5",NA,NA,NA,-0.432003621924625,-0.594148295351008,-0.758190795986964,-0.699573689839674,-0.610718929180533,-0.729116570115734,-1.12790424889647,-0.903351546807943,-1.04393101131305,-0.0767871936873611,-0.162239770135802,-0.338315310631313,3.1196793085797,3.14390350088124,3.39788136203893,3.25582397025329,3.08414956746134,3.28180359536207,3.94932551881489,3.79218909920918,3.69963146346548,3.14430460749214,3.23130613420573,3.24327394111509,-0.0893053437495447,-0.0890999932350792,-0.541162302589539,-0.111387805256171,3.16895224814802,3.24595162736971,3.67443940172034,3.35841406788095
"AWI-CM-1-1-MR",NA,NA,NA,-0.998654739368885,-0.905808227550426,-1.68040903037477,-1.2876716766647,-0.766175577520448,-0.828859733453598,-1.03498846953681,-0.85484184489692,-0.52250090122737,-0.0391264177789794,-0.707632321548181,-0.735896614569585,2.40764026659375,2.43533953072445,2.44917285699727,2.57703052950365,2.59666902447053,2.27929650444989,2.70561004029443,2.57092845292764,2.30694879499312,2.08128385768351,2.01031209682047,2.56282218314369,-0.0740084686190346,-0.206716343774313,-0.2439282239425,0.0619869274231981,2.46860064882501,2.54095749137924,2.5186116617187,2.13284827174039
"BCC-CSM2-MR",NA,NA,NA,-0.310990825731608,-0.748780126824223,-0.374468572289216,-0.555403001698434,-0.350833578439882,-0.611595958573505,-0.927283601762578,-0.617765070897841,-0.077131692201767,-0.142503953154615,-0.181779264167245,-0.410086911077913,1.39300247784584,1.66761014633126,2.08235366646171,1.99849429800394,2.0889039688149,2.21445979504094,2.72037601393682,2.65109570312649,2.18957038897329,1.88854042965654,1.85155103127291,1.50620182775636,-0.091158521656419,-0.158891529950317,-0.489466931947127,0.127661956858609,1.52227148219729,2.05658398297998,2.52864383211454,1.97655396805134
"CAMS-CSM1-0",NA,NA,NA,-0.933219056631265,-1.36018163701362,-0.752326336863227,-0.666647268202085,-0.50911039125515,-0.328513801780429,-0.250056085189822,-0.236494747889417,-0.106950089266259,-0.0702411184081387,-0.353179623930543,-0.718689250503483,1.18711630294652,1.4537910156011,1.75731140968674,1.66733917793024,1.86522510572336,1.77067292769426,1.70776586694006,1.69757214218425,1.58691598120411,1.5217714356919,1.50960896873677,1.14623734058866,-0.26212441938995,0.0215984083957583,-0.0681661777712372,0.0938431707513778,1.2623815469494,1.76329189896392,1.72533698908221,1.53943212828321
"CanESM5",NA,NA,NA,-0.483675777026124,-0.666841972285562,-0.839544796458378,-0.985790444218532,-0.581479666392376,-0.255707123191387,-0.584877595424387,-0.697218726814521,-0.441087974512343,-0.00940295346465856,-0.297052945888334,-0.366312741926506,3.05651347084512,3.19689128228174,3.58449225351077,3.76005078586982,3.50788477967957,3.3338710381477,3.27581827073394,3.42316690338831,3.44150184279569,3.5042426156076,3.37073346527949,3.18439651598627,-0.240213348028045,-0.308801043685505,-0.307742217257485,0.0300423453798034,3.14593376588657,3.61747595505594,3.34428540346694,3.43882596304137
"CanESM5-CanOE",NA,NA,NA,-0.51594660114716,-0.440318983214444,-0.878574929188592,-0.960551704713481,-0.640610234695831,-0.21786007373624,-0.550160994276733,-0.744542625985206,-0.392935491775364,-0.0436428915324299,-0.344547930071185,-0.329281718908171,2.90969643731716,3.05144738193019,3.50028436199256,3.85577040903964,3.59191934574178,3.3972710665312,3.22843733438813,3.43393104398827,3.40098882762974,3.37782978145712,3.25933041387532,3.1919505569019,-0.147216708380486,-0.326518619864004,-0.289562429615585,0.0333140644357087,3.05103148376632,3.64932471972022,3.35321315076383,3.34604964191437
"CESM2",NA,NA,NA,-0.568818930921091,-0.927457237807271,-1.2857256040284,-1.29557040476046,-0.703852228543095,-0.680775319132593,-0.661548656708019,-0.63967156367625,-0.342163917154146,0.177432422222822,-0.00704220566286345,-0.498149757651322,2.64199360315099,2.58598226831744,2.95927385046311,2.97406762709348,3.15419410335177,3.1504235133774,3.2306832324381,2.9780548523206,2.75379265203087,2.54818733475712,2.56378198021702,2.69958375832724,-0.260319752905249,-0.444041510662212,-0.35081528187728,0.191466882863549,2.64251986918205,3.02917852427149,3.11972053755949,2.6219206555198
"CESM2-WACCM",NA,NA,NA,-0.690208315418365,-0.770790226709744,-0.976788309177239,-1.00482995012324,-0.656514721663714,-0.861931955477841,-0.727215487042118,-0.772713619661255,-0.241515675798677,0.0558781728846423,-0.25378191582514,-0.479049853643279,2.37454875342023,2.68817907084883,2.89481166324587,2.9247030947149,2.92425747177953,3.20690159821448,3.23934857700412,3.0494296457907,2.68690646955842,2.39269765220857,2.55509087665712,2.47805938428927,-0.234644400650477,-0.375249733998108,-0.480690293726307,0.117491043430314,2.5135957372022,2.9145907487113,3.16522659609404,2.54489834431691
"CNRM-CM6-1",NA,NA,NA,-0.520699095612321,-0.926503585345968,-1.17390922885366,-1.14432458610492,-0.680745763101618,-0.469286796812586,-0.625564399636115,-0.544881908843893,-0.120219612981535,0.0307823515116609,-0.280544883595543,-0.487014693155205,2.22513745403209,2.30020718596153,2.7637369923989,2.92733472650853,2.7520984936233,2.72079400702327,2.93959784937483,3.09985826588617,2.91366963899819,2.61230021415664,2.51317948763761,2.56191772477774,-0.124179797158648,-0.235255483851172,-0.176848618174148,0.138984313036296,2.36242078391661,2.81439007162282,2.92008338122417,2.67971645069449
