"Year","Tmax01","Tmax02","Tmax03","Tmax04","Tmax05","Tmax06","Tmax07","Tmax08","Tmax09","Tmax10","Tmax11","Tmax12","Tmin01","Tmin02","Tmin03","Tmin04","Tmin05","Tmin06","Tmin07","Tmin08","Tmin09","Tmin10","Tmin11","Tmin12","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
1901,-18.3470967741935,-14.978064516129,-8.80559139784946,0.104301075268817,9.60352688172043,12.2153548387097,16.9755268817204,16.0961290322581,7.73531182795699,2.82924731182796,-7.41470967741935,-12.4041720430108,-27.1778494623656,-26.1141935483871,-19.3766021505376,-11.0951397849462,-1.516,2.15634408602151,6.20094623655914,5.18430107526882,-0.42141935483871,-5.68051612903226,-16.6824516129032,-20.5381935483871,57.5191397849462,46.1729032258065,32.9341935483871,34.1182795698925,40.8550537634409,55.2735483870968,55.7939784946237,46.9251612903226,63.905376344086,75.4967741935484,53.4103225806452,52.8322580645161,-22.7624731182796,-20.5461290322581,-14.0910967741935,-5.49541935483871,4.04376344086022,7.18584946236559,11.5882365591398,10.6402150537634,3.65694623655914,-1.42563440860215,-12.0485806451613,-16.4711827956989,-15.2431111111111,0.300745519713262,15.0956702508961,1.04994982078853,-24.6100788530466,-10.6625806451613,4.51386379928315,-7.59479569892473,156.524301075269,107.90752688172,157.992688172043,192.81247311828,-19.9265949820789,-5.18091756272401,9.80476702508961,-3.2724229390681
1902,-15.2193978494624,-10.9077849462366,-10.8219784946237,-0.813075268817204,7.45617204301075,13.3422365591398,16.5586666666667,15.5120430107527,9.1949247311828,2.68662365591398,-11.6727741935484,-16.9144086021505,-24.5044731182796,-19.7805161290323,-20.0557419354839,-12.2457634408602,-2.59729032258064,2.23776344086022,5.66391397849462,4.64959139784946,-0.354193548387097,-6.44335483870968,-19.9095913978495,-26.1181075268817,46.8761290322581,48.1544086021505,38.9152688172043,29.5178494623656,52.0477419354839,51.1406451612903,77.3608602150538,80.9539784946237,41.7621505376344,45.581935483871,56.6670967741935,50.5427956989247,-19.861935483871,-15.3441505376344,-15.4388602150538,-6.52941935483871,2.42944086021505,7.79,11.1112903225806,10.0808172043011,4.42036559139785,-1.87836559139785,-15.7911827956989,-21.5162580645161,-12.8437849462366,-1.3929605734767,15.1376487455197,0.0695913978494628,-21.6077275985663,-11.6329318996416,4.18375627240143,-8.90237992831541,147.862795698925,120.480860215054,209.455483870968,144.011182795699,-17.2257562724014,-6.51294623655914,9.66070250896057,-4.41639426523297
1903,-16.119311827957,-14.332,-10.0241720430108,-0.617290322580645,6.85978494623656,16.7219784946237,15.8665806451613,14.6307956989247,7.44967741935484,0.463010752688172,-10.7569032258065,-11.3908817204301,-25.7529032258065,-24.9273978494624,-23.924,-12.8841720430108,-4.07329032258064,4.53604301075269,5.87784946236559,4.81466666666667,-0.851741935483871,-7.8730752688172,-18.8839569892473,-18.6504946236559,43.1944086021505,28.7767741935484,26.3501075268817,32.3939784946237,39.0855913978495,48.6524731182796,77.2744086021505,75.694623655914,93.2270967741936,61.9329032258064,71.9212903225806,35.5952688172043,-20.9361075268817,-19.6296989247312,-16.9740860215054,-6.7507311827957,1.39324731182796,10.6290107526882,10.8722150537634,9.7227311827957,3.29896774193548,-3.70503225806452,-14.8204301075269,-15.020688172043,-15.7885734767025,-1.26055913978495,15.7397849462366,-0.948071684587814,-25.5994695340502,-13.6271541218638,5.07618637992832,-9.2029247311828,122.513978494624,97.8296774193548,201.621505376344,227.081290322581,-20.6940215053763,-7.44385663082437,10.4079856630824,-5.07549820788531
1904,-17.8375913978495,-21.8903655913978,-14.7202580645161,1.2127311827957,8.18051612903226,13.9941505376344,17.2091182795699,15.8638709677419,8.69195698924731,2.01574193548387,-5.11359139784946,-13.0102795698925,-26.7934623655914,-31.5396129032258,-23.7344946236559,-10.2990967741935,-2.58206451612903,2.52133333333333,5.14064516129032,3.59062365591398,-1.44344086021505,-6.32494623655914,-15.0525161290323,-20.8390537634409,43.9767741935484,49.2189247311828,63.8051612903226,28.4086021505376,36.5458064516129,53.9234408602151,68.0576344086022,46.8055913978495,65.3234408602151,56.6911827956989,46.2094623655914,48.7139784946237,-22.3155268817204,-26.7149892473118,-19.227376344086,-4.54318279569893,2.79922580645161,8.25774193548387,11.1748817204301,9.72724731182796,3.62425806451613,-2.15460215053763,-10.0830537634409,-16.9246666666667,-17.0396129032258,-1.77567025089606,15.6890465949821,1.86470250896057,-25.6611899641577,-12.2052186379928,3.75086738351254,-7.60696774193548,128.790967741935,128.759569892473,168.786666666667,168.224086021505,-21.3504014336918,-6.99044444444444,9.71995698924731,-2.87113261648746
1905,-16.371311827957,-12.966623655914,-5.17045161290323,1.75518279569892,8.768,14.4200430107527,18.3903225806452,16.0821075268817,8.76606451612903,-1.90309677419355,-5.9661935483871,-13.0981935483871,-25.4122150537634,-24.4113978494624,-16.8575483870968,-11.1297204301075,-3.74017204301075,2.58959139784946,6.26339784946237,4.84223655913978,-0.508430107526882,-10.056688172043,-14.9096774193548,-21.3437419354839,31.9582795698925,28.9750537634409,31.0206451612903,25.2662365591398,45.6051612903226,44.3690322580645,40.9359139784946,67.5298924731183,85.0159139784946,63.2227956989247,63.5651612903226,28.9423655913978,-20.8917634408602,-18.6890107526882,-11.014,-4.6872688172043,2.51391397849462,8.50481720430107,12.3268602150538,10.4621720430108,4.12881720430108,-5.97989247311828,-10.437935483871,-17.2209677419355,-14.1160716845878,1.78424372759857,16.2974910394265,0.298924731182796,-23.5542222222222,-10.5758136200717,4.5650752688172,-8.49159856630824,109.647311827957,101.892043010753,152.834838709677,211.803870967742,-18.835146953405,-4.39578494623656,10.4312831541219,-4.09633691756272
1906,-17.5275268817204,-13.176,-7.248,2.20662365591398,7.91591397849462,14.4126021505376,20.1845591397849,16.1144946236559,10.0520860215054,2.1727311827957,-9.15582795698925,-17.887311827957,-27.4030537634409,-23.1104516129032,-20.2082150537634,-10.0883010752688,-2.69720430107527,3.58550537634409,7.23247311827957,4.48765591397849,-0.363268817204301,-5.75556989247312,-17.0391397849462,-26.3021075268817,60.5595698924731,28.3066666666667,24.8933333333333,29.8352688172043,44.7389247311828,77.6215053763441,49.5522580645161,74.989247311828,63.1621505376344,52.552688172043,71.7195698924731,55.1260215053763,-22.4652903225806,-18.1432258064516,-13.7281075268817,-3.94083870967742,2.60935483870968,8.99905376344086,13.7085161290323,10.3010752688172,4.84440860215054,-1.79141935483871,-13.0974838709677,-22.0947096774194,-14.6005734767025,0.958179211469534,16.9038853046595,1.02299641577061,-23.9524157706093,-10.9979068100358,5.10187813620072,-7.71932616487455,117.808602150538,99.4675268817204,202.163010752688,187.434408602151,-19.2764946236559,-5.01986379928315,11.0028817204301,-3.34816487455197
1907,-23.4797419354839,-17.8367741935484,-13.6482150537634,-2.65974193548387,7.20516129032258,14.530623655914,17.0156129032258,13.9767741935484,8.48094623655914,1.94954838709677,-6.77686021505376,-12.188688172043,-34.2448172043011,-28.1909247311828,-24.4541075268817,-13.7609032258065,-4.47810752688172,3.30606451612903,5.32937634408602,3.54623655913979,-0.684344086021505,-8.22339784946237,-16.7793978494624,-20.38,57.4636559139785,53.992688172043,52.2460215053763,21.1479569892473,31.5251612903226,73.12,71.5243010752688,89.887311827957,74.8387096774194,49.4417204301075,48.7462365591398,39.4262365591398,-28.8622795698925,-23.0138494623656,-19.0511612903226,-8.21032258064516,1.36352688172043,8.91834408602151,11.1724946236559,8.76150537634409,3.89830107526882,-3.1369247311828,-11.7781290322581,-16.2843440860215,-19.7346093189964,-3.03426523297491,15.1743369175627,1.21787813620072,-29.5792831541219,-14.2310394265233,4.06055913978495,-8.56237992831541,166.582365591398,104.919139784946,234.531612903226,173.026666666667,-24.6569462365591,-8.6326523297491,9.61744802867384,-3.67225089605735
1908,-13.729376344086,-12.9828817204301,-13.1683010752688,-1.41341935483871,7.69776344086022,13.866752688172,18.2350107526882,14.8182365591398,9.04034408602151,-0.990838709677419,-8.58554838709677,-14.3205161290323,-24.6436559139785,-22.874064516129,-24.2515268817204,-13.3038709677419,-2.87445161290323,2.90890322580645,6.22679569892473,3.85350537634409,-0.554279569892473,-8.0709247311828,-16.7510967741935,-23.2698924731183,46.7178494623656,46.5023655913978,45.0025806451613,19.3281720430108,46.9651612903226,54.9711827956989,49.6524731182796,50.6455913978495,75.912688172043,70.5668817204301,51.8025806451613,51.5913978494624,-19.1865161290323,-17.9284731182796,-18.7099139784946,-7.35864516129032,2.41165591397849,8.38782795698925,12.2309032258065,9.33587096774194,4.24303225806452,-4.53088172043011,-12.6683225806452,-18.7952043010753,-12.966982078853,-2.2946523297491,15.64,-0.178681003584229,-22.6325734767025,-13.4766164874552,4.32973476702509,-8.45876702508961,132.646451612903,111.295913978495,155.269247311828,198.282150537634,-17.7997777777778,-7.88563440860215,9.98486738351255,-4.31872401433692
1909,-23.8354408602151,-19.3885591397849,-9.4094623655914,-4.40877419354839,6.93204301075269,14.6934193548387,17.1824086021505,14.802752688172,10.0115268817204,-0.484172043010753,-13.0624946236559,-14.5974193548387,-33.2436989247312,-29.1715698924731,-20.1004301075269,-15.3704946236559,-3.64227956989247,2.89969892473118,5.96309677419355,3.88438709677419,0.235397849462366,-7.66034408602151,-21.2750537634409,-24.1601720430108,58.0731182795699,44.4309677419355,34.6038709677419,28.0060215053763,39.2369892473118,45.5991397849462,88.36,61.6184946236559,67.5316129032258,62.5931182795699,52.9991397849462,51.3483870967742,-28.5395698924731,-24.280064516129,-14.7549462365591,-9.88963440860215,1.64488172043011,8.79655913978495,11.572752688172,9.34356989247312,5.1234623655914,-4.07225806451613,-17.1687741935484,-19.3787956989247,-19.1815053763441,-2.29539784946237,15.5595268817204,-1.17837992831541,-28.5617204301075,-13.0377347670251,4.24906093189964,-9.56666666666667,154.095483870968,101.84688172043,195.577634408602,183.123870967742,-23.8716129032258,-7.66656630824373,9.90429390681004,-5.37252329749104
1910,-15.8990107526882,-18.2036989247312,-7.36795698924731,0.900688172043011,8.69931182795699,14.6655483870968,17.6471827956989,13.9097634408602,9.17870967741935,1.39316129032258,-10.077935483871,-14.2543655913978,-25.4470537634409,-29.1736344086022,-17.9055053763441,-11.6903225806452,-3.71647311827957,2.96301075268817,5.95647311827957,3.18490322580645,-0.485118279569892,-7.09096774193548,-16.7116989247312,-22.9784516129032,47.0623655913978,41.1793548387097,38.3845161290323,32.8559139784946,30.1862365591398,49.9148387096774,54.9647311827957,44.0623655913978,68.9909677419355,56.0967741935484,44.2894623655914,47.5191397849462,-20.6730322580645,-23.6886666666667,-12.6367311827957,-5.39481720430107,2.49141935483871,8.81427956989247,11.8018279569892,8.54733333333333,4.34679569892473,-2.84890322580645,-13.3948172043011,-18.6164086021505,-16.233376344086,0.744014336917563,15.4074982078853,0.164645161290322,-26.2602867383513,-11.1041003584229,4.03479569892473,-8.09592831541219,139.590107526882,101.426666666667,148.941935483871,169.377204301075,-21.2468315412186,-5.18004301075269,9.72114695340502,-3.96564157706093
