"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,38.4,69.3,56.2,43.1,NA,32.1,30,32.7,91.4,71,36,59.1,43.3,50.2
"historical",1851,57.7,38.2,43.1,59,22.6,66.6,46.9,33.8,100.6,52,31.4,64.1,41.4,50.6
"historical",1852,58.5,48.2,49.1,52.9,12.9,48.3,31.3,31.2,86.5,81.8,38.8,61.9,39.4,49.3
"historical",1853,52.7,52.8,45.8,47.7,35.3,38.3,32.9,35.3,93.3,61,30.4,59.9,51.7,49
"historical",1854,54.1,51.3,44.3,46,37.3,34.4,36.3,40.1,100.4,77.8,41.1,64.5,35.5,51
"historical",1855,67.2,43.6,64.8,43.3,31.9,32.3,42.8,25,80.9,54.6,41.7,65.4,43,49
"historical",1856,60.6,41.2,50.8,52.6,46.8,50.4,25.8,45.7,83.3,77.8,41,82.1,56.6,55
"historical",1857,59.5,43.9,56.3,56.4,19.8,16.1,30.7,43.1,81,83,33.3,56.8,50.3,48.5
"historical",1858,52.3,46.7,64.8,53.6,26,44.6,19.5,25.7,118.1,57.3,52.2,51.5,45.4,50.6
"historical",1859,51.2,35.5,52.3,39.4,25.7,34.5,23.6,30.2,96.2,66.1,41.6,57.6,42.4,45.9
"historical",1860,68.3,35.4,44.3,42.3,40.3,38.1,32.5,56.1,78,61.3,45.8,52.3,32.2,48.2
"historical",1861,58.5,44.2,60,61.8,24,45.9,22.2,26.2,92.1,66.2,50.1,47.6,46.6,49.6
"historical",1862,44.5,50.5,45.2,46.4,33.5,46.7,28,38.3,101.8,73,59.2,48.3,35,50
"historical",1863,58.3,37,68,67.6,31.9,42.5,44.2,37.8,88.1,67.2,30.6,75.7,43.8,53.3
"historical",1864,41.9,35.6,48.6,47.7,31.7,58.9,39.2,41.2,78.7,63.2,42.9,85,30.5,49.6
"historical",1865,41,48.8,43.7,58.7,21.5,26,21.9,34.8,72.3,67.3,46.5,97.2,42.5,47.9
"historical",1866,40.7,49.8,54.7,72.8,33.6,41,38.2,33.7,68.1,67,35.8,49.2,37.9,47.9
"historical",1867,37.8,45.6,54.8,55,17.5,31.1,25.5,34.5,98.8,78.6,40.8,58.3,42.5,47.8
"historical",1868,50.4,46.9,53.6,49.6,26.1,30.5,28.2,30,84.8,72.8,42,66.9,42.5,48
"historical",1869,55.7,55.6,45.8,72.3,29.1,43.2,32.5,35,93.4,59.5,30.4,58.1,49.8,50.8
"historical",1870,52,49.3,71.1,46.3,33.6,38.6,27.6,49.4,92.5,69.2,49.4,54.1,43.6,52.1
"historical",1871,45.4,26.9,53.8,30.8,27.6,37,36,34.1,90.7,57.1,47.7,48.1,32.9,43.7
"historical",1872,70.2,41.3,57.7,49,31.7,21.3,25.6,20.6,107.5,78.8,33.1,73.3,42.1,50.2
"historical",1873,53.7,34.9,51.4,56,26.8,35.3,21.6,39.5,92.9,65,44.2,61.1,32,47.3
"historical",1874,56.5,40.1,56.6,65.6,22.1,46.7,26.4,34.3,86.6,70.4,36.1,57.2,33.5,48.6
"historical",1875,57.3,40.9,41.8,67.4,25.7,27.3,35,39.6,69.9,66.7,43.4,79.5,36.6,48.5
"historical",1876,38.4,57.3,58.6,55.7,21.7,27,31.6,43.2,76.9,68,33.6,68.6,43.1,48
"historical",1877,51.2,60.5,49.6,67.1,33.1,25.9,33.1,35.7,104,69.7,35,73.7,35.4,51.8
"historical",1878,50.3,39.7,40.8,29.3,22.3,23,34.3,53.3,100.3,75.4,39.2,54.6,43.8,46.6
"historical",1879,43.5,30.7,54.4,52.2,23.5,37.1,33.9,36.4,83.1,59.5,27.4,44.3,35.1,43.2
"historical",1880,41.2,54.9,44.9,57.2,25.1,22.9,26.2,31.6,85,66.8,42.5,51.8,53.1,46.4
"historical",1881,44.5,43.2,56.5,56.6,29.8,42.1,26,26.2,83.1,74.5,40.3,63,40.5,48.2
"historical",1882,44.9,39.1,45,67.1,22.1,40.2,16.3,37.5,103.6,62.2,33.2,57.3,45.9,47.3
"historical",1883,61.7,36.4,48.1,71.9,29.9,23.6,39.1,41.7,98.6,74.6,35.7,57.9,41.1,50.8
"historical",1884,59.1,42.2,48.8,42.7,39.9,41.9,23.3,34.2,68,59.4,38.2,62.6,41.6,46.3
"historical",1885,48.8,37,48.7,44.1,19.6,21.6,39.7,22.5,91.9,50.7,41.9,84.1,35.6,45.1
"historical",1886,43.1,43.1,55,33.5,37.2,69.7,33.5,41.6,92.7,57.7,37.1,71.2,41.4,50.5
"historical",1887,63.9,30.3,64.3,42.5,26.3,38,42.1,31.8,100.6,74.3,30.8,54.7,37.1,49
"historical",1888,63.1,45,63.4,44.6,28.2,35.4,26.9,30,101,65.8,39.2,79.1,40.4,50.9
"historical",1889,34.5,46.2,56.7,52.1,14.8,13.9,26.6,20.5,75.2,67.2,39.5,68.6,41.4,42.9
"historical",1890,44.2,46.1,64.5,55.9,20.5,67.3,28.8,38.9,83,72.7,37.1,46,31.4,49
"historical",1891,45.1,44.3,68.1,38.9,22.4,34.9,32.3,37.9,65.9,63.2,37.8,72.4,42.2,46.6
"historical",1892,51.3,67.3,53.3,60.4,19.6,32.7,31.4,38.5,95.7,67.1,41,68.2,40.7,51.3
"historical",1893,43.5,51.7,50.7,60.6,37.5,40.6,32.3,43.2,87.1,63.3,45.6,69,36.8,50.9
"historical",1894,46.4,40.6,56.6,24.3,28.3,29.4,45,29.5,79.2,47,32.6,57.1,45.6,43.2
"historical",1895,35,50.3,52.1,43,29.5,39,31.8,41.2,80.7,66.4,36.5,41.1,41.5,45.2
"historical",1896,51.5,39.6,48.8,62.6,29.8,27.5,33.6,23.8,91.9,70.1,36.1,59.2,41.3,47.4
"historical",1897,54.8,26.9,53.1,43.4,24.8,32.9,26,46.5,95.9,66.3,43.5,63.5,40.7,47.6
"historical",1898,41.9,40.2,46.2,39.1,29.4,35.9,21.7,36.9,83.8,65.2,34,57.1,37.5,43.8
"historical",1899,36.5,39.8,47.4,45.1,36.9,34.3,28.1,45,76.8,80.1,42.2,52.8,44.5,46.9
"historical",1900,45.7,44.8,58.6,39.4,23.9,40.8,37,44.5,90,73.5,40.9,71.4,41.2,50.1
