"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2",NA,NA,NA,0.454216789750786,0.374667348928336,0.261656152604403,0.276031255045858,0.181426913539392,0.0678247475578861,0.0406433067464914,0.0347811754663753,0.138319248224264,0.290300579840674,0.35628498625607,0.446181023608095,9.78245224943271,8.95420694181838,6.67092960888645,5.05346783936293,3.89626401319845,3.86726269887782,4.66060014021794,5.43804642146815,5.42636011199682,6.21949230049297,7.93193512124301,9.05684752410825,0.588662941755374,0.425210052705338,0.202734734340077,0.398256007791909,9.26450224088248,5.20688715082803,4.65530309061101,6.52592917731467
"ACCESS-ESM1-5",NA,NA,NA,0.374977045048746,0.244136490932968,0.152863658789715,0.110270997937981,0.0876963957072493,-0.0560539483390443,-0.0729320207344032,-0.0265721284387539,0.0261163093610706,0.198853040078331,0.290534940094334,0.339839157127304,8.42765588671188,7.41780398566454,5.42286908334158,4.41473423921118,3.53495849998094,2.69643169337421,2.92932587237866,3.61774983331678,4.06415290218922,5.57956962298699,6.66629494992199,7.59479063093652,0.458375971312785,0.277324875341193,0.0669852781431212,0.29689403140465,7.81341683214053,4.45752060519433,3.08116913514937,5.43667249120275
"AWI-CM-1-1-MR",NA,NA,NA,0.23943786323057,0.0603896439208058,0.0780783052219208,0.0355853889479633,-0.0712747711247342,-0.204098495484244,-0.191095021917974,-0.443580474362053,-0.136168420293834,0.0808102249062664,0.233354970043341,0.174169957806206,7.50591984756262,5.80215428164441,4.32438271198069,4.39675357656483,3.8278693712595,2.76295476959559,3.2204703836134,3.27420539104731,3.5335705072054,4.06799629699683,5.31611749302697,6.31962940964391,0.329627447360461,0.215562155302644,-0.00156855830364015,0.233166123028144,6.54256784434453,4.18300188669778,3.08587685032518,4.30589475800757
"BCC-CSM2-MR",NA,NA,NA,0.183254953025435,0.0475094196423514,0.119788007389916,0.0855969354014597,0.0775201869995397,-0.00996622862980624,0.0121077300735975,-0.00218823395803568,0.0129751485044981,0.164882859151949,0.239384017915411,0.213251254603505,7.93039019024003,4.89594286417613,3.79467082777566,2.76454200305561,2.82981995220839,3.02315157335448,3.96962630084656,3.3071267267626,3.42087906504163,4.58890044266689,6.88238362058951,7.84598877343318,0.292376182523776,0.246783370219917,0.130918619440289,0.241976965205565,6.89077395094661,3.12967759174761,3.43330153726879,4.96405437046258
"CAMS-CSM1-0",NA,NA,NA,0.123446660691158,0.0555539061404748,-0.0213135293296226,0.0280628761733193,-0.0964105863919028,-0.138387529304807,-0.111828004537014,-0.11708917225098,-0.00478670240453932,0.109816549601325,0.107125064895598,0.106213807054828,4.59949037717825,3.58843431615427,2.8123316566218,2.62054660762719,1.86146216002371,1.37433590936772,1.08013063424923,1.09822325641299,1.60909306751244,2.77825801865507,3.64888726280963,4.87876297905752,0.253961994766832,0.138420042162236,0.0497975864277951,0.209818855967902,4.35556255860465,2.43144680543625,1.1842299314821,2.6787461187754
"CanESM5",NA,NA,NA,0.567003988353949,0.455049111145695,0.317628669446456,0.226169773139631,0.224641410525012,0.151701374362038,-0.0483817818660769,-0.0337105801791943,0.220136976351595,0.470071407823913,0.543361000094342,0.559373871961274,13.2731516613234,11.253063625166,8.42138125875551,5.9654777103922,4.97717747147894,5.37205925770924,5.95100997607872,6.3091712081464,7.16281338233328,9.54379302809115,11.6170241916918,12.9574573021038,0.689923244012864,0.488541393006849,0.248655554468742,0.549615205266791,12.4945575266004,6.45467881411787,5.87741347459631,9.44121020240625
"CanESM5-CanOE",NA,NA,NA,0.680285593187327,0.425794347216398,0.222095438052089,0.16003099880098,0.163968584907355,0.165494506127728,-0.0192567745807464,-0.0266086363805949,0.204966454330711,0.442998440654233,0.501430007712518,0.583060302437356,13.5183447631796,11.0922068685604,8.03032234669914,5.89495512778376,5.01849892133971,5.42581976684095,5.88782356946147,6.40788838894837,7.16953580490697,9.5529209353746,11.8244238985933,13.2996518159874,0.726879995886612,0.417308106628655,0.269091037067804,0.52666290840225,12.6367344552723,6.31459213315855,5.90717724958612,9.51562688397276
"CESM2",NA,NA,NA,0.232953384947021,0.203744620459387,0.0833118989129757,0.110259954695756,-0.00403269081490005,-0.0706526327563643,-0.0711382878510427,-0.118702598187043,0.0781172492921484,0.16275254262294,0.309672244474457,0.406345805837396,7.86523341390493,6.27125917840537,4.62027158562,4.6536081924014,3.67443278181428,4.02426611441344,5.86288071236645,5.00092338275953,4.89096184012378,5.44393514735314,6.96113874680897,8.39555339811177,0.43600109932702,0.263267895362516,0.0773972985441862,0.313752365640364,7.51068198947139,4.3161041794212,4.96269006767144,5.76534524245788
"CESM2-WACCM",NA,NA,NA,0.370390582474012,0.230758652494062,0.204377678052428,0.13309400879659,0.079787149300301,-0.0546822852807596,-0.0706325383300449,-0.126382571558671,0.0609209810408799,0.154162736386561,0.358223219791542,0.429354482724531,8.91829433271164,7.6267214597859,6.12335582829998,4.6847376061359,3.98723369725814,4.28333593524762,6.05163942569429,5.12039696303148,4.76960017263897,5.78173846897402,7.62099911303326,9.01077139690041,0.502928281012979,0.318448994372462,0.0714082047038339,0.321376215504138,8.5185957351301,4.93177571035267,5.15179077668266,6.05744591812566
"CNRM-CM6-1",NA,NA,NA,0.253171267129432,0.144408068440774,0.157923046688801,0.0474007141074632,0.0836081045241226,-0.0404279818007151,-0.0681458586212608,-0.0624631117151464,0.0255979614881374,0.139979599399226,0.210226003904029,0.335526858544509,7.9650011208884,6.06480776850544,4.81484203340197,3.97092102599276,3.8438067695354,3.55379605322507,3.70288031677892,4.18323576816937,4.50985308800582,4.99957433072376,7.09845982068339,8.68169695007386,0.419805845922075,0.305287845705725,0.156422360751834,0.292482906135212,7.57050194976761,4.20985661273642,3.81330404438085,5.53596241094278
"CNRM-CM6-1-HR",NA,NA,NA,0.341421791392796,0.248044467112316,0.237374071252583,0.119176273710692,0.0272227229310088,-0.00922945083847753,-0.0641329676956824,-0.0569203072504813,0.0703143527481884,0.156867966034875,0.265280381957255,0.382754100129844,9.00342170073125,7.41384374973324,6.54399886753012,4.37297464695767,4.62000992376736,4.54567709304378,4.11187472352442,4.30542008382268,4.25107631651356,5.47923228412057,7.40063539951588,8.80737203944688,0.482052504568002,0.337956638138595,0.163185703162426,0.322431729332682,8.40821249385457,5.17899447800813,4.32099063282272,5.71031466478008
"CNRM-ESM2-1",NA,NA,NA,0.182652639235416,0.114975683796391,0.0991621964889795,0.0837275884944556,0.0587129661594426,-0.0251497708575432,-0.161658832771034,-0.072809044145433,0.0221618551968449,0.155392680374994,0.250003521792843,0.351245871727956,7.56354660595868,6.47304777521537,4.91833495985165,3.9871946630198,3.96452396546024,3.50642086863577,3.92278549865672,4.4028284084166,4.38181118705416,5.31552991914031,6.65881679643555,8.63954214667033,0.398999547274831,0.304572061730322,0.144487596257443,0.30642288959753,7.55871217540778,4.29001786149556,3.94401159674863,5.45205263280132
"EC-Earth3",NA,NA,NA,0.224135469813219,0.211789419458735,0.281111662756686,0.196440222058909,0.217491377432173,0.215185052580061,0.0839480953718784,0.128288466616702,0.200750282628632,0.281615911875381,0.277665729039491,0.344166692766909,7.13467063468675,6.40304810536561,5.53380535141879,4.52262205610569,4.80012732792609,5.1710181220459,4.76858678195858,4.52488400071144,5.3917408118012,7.13560815978468,8.12646675602597,8.57933425441402,0.4242035528219,0.404230936709486,0.282162529052695,0.39595648108229,7.37235099807506,4.95218491139218,4.82149630337671,6.88460524779883
"FGOALS-f3-L",NA,NA,NA,0.295311102373932,0.132945452475989,0.105828796792917,-0.0106799653666534,-0.0530727670976577,-0.186517562731097,-0.249827982487463,-0.223279198681147,0.0330494944253778,0.131397560482027,0.264558770670362,0.308211389055674,7.69819783776602,5.55361767162272,5.16886107471875,3.90139159630195,3.23148730149369,2.56074290714739,2.82006581488436,2.8059431374301,3.00000425052783,4.85724270234733,7.07539822417065,8.64795205571156,0.394376887509335,0.205990110964198,0.120272713485399,0.279892762433288,7.29992252402546,4.10057998680031,2.72891728503606,4.97754839088866
