"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,66.6,48.3,37.3,13.8,NA,34.8,54.2,76.9,76.1,53.1,38,56.7,27,13.8
"historical",1851,41.1,44.5,43.9,22.5,33.8,74.7,20.2,65.2,54.4,43.6,15.1,26.1,28.1,15.1
"historical",1852,48.3,62,31.8,10.7,50.7,56.3,31.3,62.9,69.8,79,37.8,72.7,34.5,10.7
"historical",1853,47.1,51.9,40.4,30.9,29,63.4,63.6,56.2,82.5,66.8,11.5,104.1,22,11.5
"historical",1854,34.4,72.3,34.1,10.9,47.1,48.2,20.1,57.2,59,54.1,31.2,41.4,17.9,10.9
"historical",1855,40.5,41.6,48,36.7,53.1,57,43.2,61.8,52.8,38.8,33.5,62.6,20.1,20.1
"historical",1856,61.1,58.6,43.6,30.4,48.9,51.7,51.6,51.6,51.5,54.4,30.1,105.7,16.6,16.6
"historical",1857,43.9,76.9,37.3,14.1,27.2,42,54.6,52.7,40.1,36.7,15.3,92.5,21.6,14.1
"historical",1858,58.8,40,47.2,26.4,44.3,27,26.9,45.2,60.1,29.5,12.2,62,37.3,12.2
"historical",1859,68.6,91.2,20.9,14.9,35.8,59.2,45.4,64.3,36,53.6,25.5,66.1,21,14.9
"historical",1860,48.1,60.8,65.8,23.1,55.7,53.4,37.7,57.6,77.9,41.9,44,39.1,9.1,9.1
"historical",1861,76.5,60.9,25.2,35.8,21.9,57.5,47,35.8,74.1,44,33.8,87.3,31,21.9
"historical",1862,69.2,38.4,55.9,47,29.6,48.6,22.5,46.9,70.1,64.8,25.4,56.8,34.1,22.5
"historical",1863,37.9,54.1,48.4,24.1,42.2,18.9,16.1,27.9,51.5,49.3,17.8,46.7,23.6,16.1
"historical",1864,47,58.9,42.6,21.5,26.6,66.8,29.5,47.6,56.4,65.1,19.8,54.4,25.3,19.8
"historical",1865,38,65.5,41,42,29.4,74.6,18.6,41.9,59.1,56,37.5,68.2,36.1,18.6
"historical",1866,76.9,41.5,51.8,40.9,42.1,44.3,51.1,46.4,55.1,63.5,16.7,74.6,29.6,16.7
"historical",1867,37.7,87.2,48.1,19.3,27.7,64.6,44.2,34.7,72.1,51.1,18.9,50,38.5,18.9
"historical",1868,78.1,75.1,45.1,38.3,44.3,39.1,52.9,33.2,53.7,58.7,24.7,38.6,28.5,24.7
"historical",1869,62.1,55.5,31.8,43.5,44.1,38.6,23.4,86.6,45.5,69.7,23.7,63.6,42.4,23.4
"historical",1870,51.8,66.9,26.2,26.1,56.5,36.6,39.9,72.3,57.5,68.1,13.4,57.7,25.4,13.4
"historical",1871,73.6,55.5,37.8,18.8,40.4,52.4,36.1,58.3,77.4,43.2,24.9,29.9,29,18.8
"historical",1872,54.2,62.1,59.8,11.7,24.2,40.6,37.2,31.8,68.9,44.9,21.2,52.1,34.2,11.7
