"gcm","scenario","run","proj.year","PPT01","PPT02","PPT03","PPT04","PPT05","PPT06","PPT07","PPT08","PPT09","PPT10","PPT11","PPT12","Tave01","Tave02","Tave03","Tave04","Tave05","Tave06","Tave07","Tave08","Tave09","Tave10","Tave11","Tave12","PPT_wt","PPT_sp","PPT_sm","PPT_at","Tave_wt","Tave_sp","Tave_sm","Tave_at"
"ACCESS-CM2","ssp245","r1i1p1f1","2061",0.0210715811002407,-0.0581839882960215,-0.0150218368616297,-0.0409260172842118,-0.0941720926258316,-0.0908173003948289,0.00489392695426812,-0.109379400953763,-0.0996416250719738,-0.288370279844978,0.0184107086403989,0.116688285599381,5.00283106987429,4.18754215595819,3.44740937600949,3.68342850321286,3.91752443412863,4.35007467179641,4.6210425322287,5.23725963152256,5.01809259586741,4.44268769752092,4.3999063770435,4.53608377605867,0.200976054762152,0.147768761797005,0.140924995282091,0.113153865917214,4.57548564934907,3.68278744096593,4.73612562387656,4.62022890206293
"ACCESS-CM2","ssp245","r2i1p1f1","2061",-0.000492629749525366,-0.0469615247478868,0.0625501950432361,0.015201315541465,0.00606085011462309,-0.11479097327262,-0.0334663708490517,-0.0909645501181424,-0.0982308742202065,-0.219943764321015,0.134208373975751,0.0946282719900428,4.77969001911879,4.32186651636985,3.63505050002121,3.79931101669012,3.93779359063312,4.28049037555293,5.18169738576611,5.18718411873756,4.71370424070551,4.5945815229319,4.24512501054968,4.54486804652813,0.176114941575837,0.216156706292494,0.119284471878587,0.164938807265171,4.548808201934,3.79071836971889,4.88312397073115,4.51780360096559
"ACCESS-CM2","ssp245","r3i1p1f1","2061",0.0433288165748121,0.0816549289813696,0.0564982489135684,0.0643618745052355,0.0166612398692262,-0.125627287841557,-0.145475265976964,-0.044488787560678,-0.131310107001194,-0.242071392065391,0.0263788677749134,0.223795003170485,4.8881996837564,4.64878341540696,3.41737108925528,3.28339118404567,3.98520515787585,4.24536545101177,5.11577713834184,5.23421189607526,5.22049047998578,4.64212214983934,4.13701016629989,4.97534292325339,0.25452690958683,0.221579953302203,0.100386700767091,0.117697380039049,4.83744200956072,3.56198913990062,4.86511816484409,4.66654091869119
"ACCESS-CM2","ssp245","r4i1p1f1","2061",-0.0181025524900142,0.0397342040485586,-0.0125748054926455,-0.0193021486428037,-0.120456376617316,-0.139140542246893,0.0445455886731776,-0.0191000188581082,-0.105005755770692,-0.177320751595268,0.0162030175490094,0.156729111997915,4.50975292569221,3.98554477456479,3.36495577026794,3.5165179318451,4.15061289534172,4.39078500073106,5.0675580849911,5.69669410800455,5.37553469726662,4.69671854725328,3.93779868439386,4.4802512299472,0.204932811414736,0.146970445718945,0.162837385439609,0.149306999123579,4.32518297292855,3.67736219920135,5.05167905642525,4.67001730759581
"ACCESS-CM2","ssp245","r5i1p1f1","2061",-0.0754923981526417,-0.0340397864526278,0.0909858125186804,0.0335224225814197,-0.0756124483165316,-0.167270762356033,-0.0881367351075583,-0.0726499065875607,-0.109767934094695,-0.153369044687258,0.0903638995611344,0.0784838027614554,4.43019770398934,4.14085807189123,3.33485828438561,3.74354742756962,4.55595992811344,4.76065803792354,5.33682839962484,5.67357233718911,5.51822982855386,4.7873547681398,4.25249735757571,4.73393093366818,0.147386011617166,0.207962794448028,0.0970993042987032,0.155533680425616,4.43499555441818,3.87812186707439,5.25701959418843,4.85269397921917
"ACCESS-ESM1-5","ssp245","r10i1p1f1","2061",0.0735219300457473,-0.0235713225828739,0.142667666934379,0.034384059037384,-0.14088440703132,-0.15186728207279,-0.0934575031028826,-0.0635922963257455,-0.00529323068455167,-0.0940696627385557,0.0895542387826672,0.150177264764133,4.16792699497176,3.528313081379,3.55457037222099,3.61195864767091,3.97221612643312,3.68743784283988,3.76107221082627,4.33548229056771,3.8616090588611,4.16861664366921,4.18584973626894,4.0871699548277,0.19148595947374,0.172192857572768,0.0675067695374752,0.162483447422835,3.92780333676056,3.71291505051957,3.92799745328366,4.07202516684672
"ACCESS-ESM1-5","ssp245","r1i1p1f1","2061",0.138789354903787,0.0176517710855165,0.154312339595319,0.00131939292683214,-0.158250891555126,-0.177108772615136,-0.166886566733172,-0.117888338730329,-0.0662510606411881,-0.132188423932199,0.00954017414726392,0.144728680350102,4.50564306553043,3.64570578136603,3.07933280494088,3.77194010787582,4.09180994474222,4.02297185932262,4.21899718281031,4.24845991643953,4.2988048079889,3.65148733828561,3.92362447513426,3.84877109204237,0.22416132442834,0.160792625112566,0.0279222521443042,0.128827790666515,4.00003996872621,3.64769428072267,4.16347631990257,3.95797218909713
"ACCESS-ESM1-5","ssp245","r2i1p1f1","2061",0.087431210807379,0.136578556930996,0.215345760634273,0.0503818219445138,-0.0635451272836223,-0.139641285626915,-0.0447068930563567,-0.121052160924552,-0.190475583495325,-0.232753544879559,0.0915238019480616,0.140291403624943,4.30748753698546,3.78638876476801,3.48079516468187,4.11658713148948,3.61128342898707,3.82979726182442,3.81012622316136,4.49407825007496,4.28390001313715,4.57500336090119,4.29950151204415,3.53955568267403,0.242867730467734,0.211993892040377,0.0744008232570333,0.0822665796258348,3.87781064164869,3.7362219044276,4.04466724876016,4.38613494572399
"ACCESS-ESM1-5","ssp245","r3i1p1f1","2061",0.156740919352179,0.106396726957451,0.104122393441138,0.0428486951702559,-0.0682797042257728,-0.126364620385424,-0.0673678686224089,-0.137260548611542,-0.141709262199003,-0.20924712566962,0.0820853157053149,0.102658421049061,4.51191170896382,3.59842767063003,3.091438607584,3.75472915032478,3.88064404774994,3.84194728369924,3.91165162639395,4.35115163515286,4.17296889581853,3.92292729679539,4.02440189301976,4.04604800327753,0.243198899294351,0.174845018055706,0.0716316537756624,0.091165839974076,4.05212912439516,3.57560392976343,4.03491686373519,4.04009935732861
"ACCESS-ESM1-5","ssp245","r4i1p1f1","2061",0.224515266840285,0.0064774941132765,0.140434277510063,-0.0431415137835153,-0.0664586823095558,-0.13894803893542,-0.0168001561664021,-0.106592414610841,-0.0382641873622193,-0.190760023071703,0.161389408767893,0.151962569967635,4.56381008566843,3.59548003396548,3.1955695443018,3.49863809817584,3.80236349348243,3.6571966864241,3.91443546907893,4.77247541719165,4.25010152535653,4.70832330944281,4.16055293082248,4.01001649578595,0.245459069505354,0.163165561246156,0.0753410460973325,0.155833708189856,4.05643555179365,3.49885705350533,4.11470253664428,4.37299257930531
