"scenario","Year","ACCESS.ESM1.5","BCC.CSM2.MR","CanESM5","CNRM.ESM2.1","EC.Earth3","GFDL.ESM4","GISS.E2.1.G","INM.CM5.0","IPSL.CM6A.LR","MIROC6","MPI.ESM1.2.HR","MRI.ESM2.0","UKESM1.0.LL","ensemble"
"historical",1850,81.6,48.1,50.5,75.4,NA,82.4,40.5,70.6,86.3,66,65,101.5,63.8,69.3
"historical",1851,67.9,57.9,47.8,75.4,58.9,59.6,52,81.2,103,67.4,62.9,95.1,58.3,68.3
"historical",1852,69.4,62.7,58.1,80.1,76.3,94.3,35.3,73.7,96,64.6,60.4,92.5,66.5,71.5
"historical",1853,70.7,49.4,63.8,79.7,59.9,70.7,50.4,89.5,87.2,60,62.3,101.6,66.8,70.2
"historical",1854,72.5,50.7,56.2,78.5,55.4,88.2,48.3,68.2,87.9,62,56.4,95.5,67.8,68.3
"historical",1855,77.8,60.8,48.4,78.5,66,48.4,34.1,77.2,93.5,68.8,70,100.8,56.6,67.8
"historical",1856,71.6,45.3,52.2,69.1,63.2,78.2,34.2,93.8,91.3,66,61.3,92.9,62,67.8
"historical",1857,67.4,61.9,47.7,83.3,61.5,69.8,49.2,75.2,103.2,72.2,77.4,89.7,63,70.9
"historical",1858,56.9,44.2,51.1,79.4,59.3,84.4,30.3,73.9,99.2,71.2,60.9,102.4,57.6,67
"historical",1859,74.3,42.8,49.7,87.7,57,91.3,48.7,87.8,99.9,65.9,58.5,102.3,67.5,71.8
"historical",1860,69.4,39.3,50.6,80.2,52.2,85.7,40.8,85.3,96.3,69.5,54.6,85.2,67.4,67.4
"historical",1861,66.7,51.4,53.8,62.9,62,55.9,48.5,64.1,97.9,68.5,60.3,87.4,54.2,64.1
"historical",1862,75,58.9,50.6,80.9,54,85,44.1,93.7,81.5,59,62.7,97.5,70.1,70.2
"historical",1863,76.7,36.4,46.1,67.5,58,75.8,36.8,77.6,99.1,76.4,65.1,97.6,71.4,68
"historical",1864,63.9,50.1,55.9,66.8,64.7,80,46,79.4,89.4,60.2,59.5,95.7,68.8,67.7
"historical",1865,63.8,43.5,58.9,76.7,58.7,75.2,44.9,78.8,96.3,69.5,55.6,92.9,64.2,67.6
"historical",1866,70.9,41.9,53.5,68.9,57.9,89.9,44,83,89.1,66.4,69.8,91.7,53.7,67.7
"historical",1867,68,52.8,50,72.2,58.7,85.1,36.9,69.2,93.8,62.1,62.1,90.4,61.7,66.4
"historical",1868,66,58.1,46.8,66.5,61.4,88.7,40.2,73.8,100.5,64.5,58.5,88.1,62.2,67.3
"historical",1869,75,48.3,56.4,65.7,51.4,77.2,56.7,81.2,99.6,77.3,56.7,86.3,56.4,68.3
"historical",1870,70.3,44.9,60.8,79.6,68.3,93.1,39.1,86.6,94.2,72.8,75.1,97.1,51.9,71.8
"historical",1871,67.1,44.9,54,76.4,64.1,71.5,30.8,78.6,92.8,73.4,73,113.8,58.8,69.2
"historical",1872,69.3,53.2,54.8,78.9,69.1,84.7,33.9,78.4,101.9,72.1,64.1,88.4,67.8,70.5
"historical",1873,70.1,41.5,46.1,74.7,59.1,68.4,45.9,87.8,95,67.6,60.2,93,64.3,67.2
"historical",1874,67.1,50.1,51.3,65,52.7,87,33.1,57,96.4,74.1,58.1,92,60,64.9
"historical",1875,70.6,39.4,46.5,66.7,63.5,59.3,34.2,84.4,93.3,70.3,65.8,102,59,65.8
"historical",1876,64.8,64.5,55.1,74.6,64.7,76.6,29.9,80.7,89.5,68.9,65,104.3,55.6,68.8
"historical",1877,64,36,50.2,76.6,69,62.6,43.5,87.4,89.9,70.6,65.4,103.4,54,67.1
"historical",1878,70.4,60,54,70.7,68.3,85.3,44.1,98.6,98.6,70.5,67,94.5,64.5,72.8
"historical",1879,70.4,50.3,51.3,76.5,65.8,78.8,39.2,81.1,88.6,71.4,55.4,108.7,60.4,69.1
"historical",1880,74,40.6,52.7,75.1,68.1,90.4,41.1,96.4,88.2,73.7,57,90.7,65.2,70.2
"historical",1881,64.5,43.6,56.5,72.4,63.5,80,33.8,80.5,86.5,66.5,59.6,94.7,64,66.6
